Product_Name,Discounted_Price,Discount,Original_Price,Rating,No_of_ratings,itemURL,Platform
"Pro Nature Kala Channa, 500g",82.0,7.0,88.0,4.1,76,https://www.amazon.in/Pro-Nature-Kala-Channa-500g/dp/B01IBECHG6/ref=sr_1_173?dchild=1&qid=1591099869&s=pantry&sr=1-173,Amazon
"Natureland Organics Whole Wheat Flour Bag, 5 kg",275.0,4.0,285.0,3.7,9,https://www.amazon.in/Natureland-Organics-Whole-Wheat-Flour/dp/B07B9XWKWS/ref=sr_1_176?dchild=1&qid=1591099869&s=grocery&sr=1-176,Amazon
SACHASABU Sabudana Tapioca Sago,124.0,11.0,140.0,4.1,29,https://www.amazon.in/SACHASABU-Sabudana-Tapioca-Sago/dp/B0725JPST1/ref=sr_1_177?dchild=1&qid=1591099869&s=grocery&sr=1-177,Amazon
"Pasupati Gobindo Bhog Rice (Ambemor Rice, Jeera Rice), 5 Kg, Aged Rice from West Bengal",750.0,6.0,800.0,4.2,32,https://www.amazon.in/Pasupati-Gobindo-Ambemor-Jeera-Bengal/dp/B081Z36MLS/ref=sr_1_178?dchild=1&qid=1591099869&s=grocery&sr=1-178,Amazon
"Kohinoor Extra Long Gold Basmati Rice, 1kg",179.0,14.0,209.0,4.1,95,https://www.amazon.in/Kohinoor-Extra-Long-Gold-Basmati/dp/B01H5M9SDU/ref=sr_1_179?dchild=1&qid=1591099869&s=pantry&sr=1-179,Amazon
"India Gate Basmati Rice, Dubar, 5kg",489.0,20.0,610.0,4.1,130,https://www.amazon.in/India-Gate-Basmati-Rice-Dubar/dp/B01JYTZ282/ref=sr_1_180?dchild=1&qid=1591099869&s=pantry&sr=1-180,Amazon
"Pillsbury Chakki Fresh Atta, 5kg",248.0,6.0,265.0,4.4,101,https://www.amazon.in/Pillsbury-Chakki-Fresh-Atta-5kg/dp/B07G8F6984/ref=sr_1_181?dchild=1&qid=1591099869&s=pantry&sr=1-181,Amazon
"Kohinoor Authentic Basmati Biryani Kit, Sindhi, 327g",87.0,30.0,125.0,4.3,92,https://www.amazon.in/Kohinoor-Authentic-Basmati-Biryani-Sindhi/dp/B07H32LF6D/ref=sr_1_182?dchild=1&qid=1591099869&s=pantry&sr=1-182,Amazon
"Amazon Brand - Vedaka Premium Black Urad Whole / Sabut, 1 kg",133.0,5.0,140.0,4.3,339,https://www.amazon.in/Amazon-Brand-Vedaka-Premium-Black/dp/B079NQRMFC/ref=sr_1_183?dchild=1&qid=1591099869&s=pantry&sr=1-183,Amazon
"Sinew Nutrition Gluten Free White Quinoa Seeds, 5 kg",900.0,78.0,4149.0,4.5,64,https://www.amazon.in/Sinew-Nutrition-%E0%A4%95%E0%A5%8D%E0%A4%B5%E0%A4%BF%E0%A4%A8%E0%A5%8B%E0%A4%86-%E0%A4%B8%E0%A5%80%E0%A4%A1/dp/B07N17W3FP/ref=sr_1_187?dchild=1&qid=1591099869&s=grocery&sr=1-187,Amazon
"Nourish You Organic Indian White Quinoa Seeds, 500 Grams (Single Pack)",260.0,10.0,289.0,4.2,200,https://www.amazon.in/NourishYou-Organic-White-Quinoa-Single/dp/B0177MA6N4/ref=sr_1_188?dchild=1&qid=1591099869&s=grocery&sr=1-188,Amazon
"Naga Sooji Bubbly Bubbly Maida, 1 kg",60.0,3.0,62.0,4.8,7,https://www.amazon.in/Naga-Sooji-Bubbly-Maida/dp/B084Q4GJ41/ref=sr_1_190?dchild=1&qid=1591099869&s=grocery&sr=1-190,Amazon
Tenali Double Horse Urad Dall Whole 1 Kg Pack of 2,244.0,16.0,290.0,4.5,56,https://www.amazon.in/Tenali-Double-Horse-Orid-Dall/dp/B07QGYZMB4/ref=sr_1_193?dchild=1&qid=1591099869&s=grocery&sr=1-193,Amazon
"Natureland Organics Chana Dal Pouch, 1 kg",157.0,5.0,165.0,4.7,8,https://www.amazon.in/Natureland-Organics-Chana-Dal-Pouch/dp/B07WCC16BK/ref=sr_1_194?dchild=1&qid=1591099869&s=grocery&sr=1-194,Amazon
Befach 4x Diabetic White Rice (4.5 Kgs),594.0,18.0,720.0,4.0,110,https://www.amazon.in/Befach-4x-Diabetic-White-Rice/dp/B07HM5421C/ref=sr_1_195?dchild=1&qid=1591099869&s=grocery&sr=1-195,Amazon
"Fortune Biryani Classic Basmati Rice, 1kg",149.0,34.0,225.0,4.2,511,https://www.amazon.in/Fortune-Biryani-Classic-Basmati-Rice/dp/B07FQ77FLR/ref=sr_1_196?dchild=1&qid=1591099869&s=pantry&sr=1-196,Amazon
"Kohinoor Extra Long Gold Basmati Rice, 5kg",889.0,13.0,1025.0,4.4,62,https://www.amazon.in/Kohinoor-Extra-Long-Gold-Basmati/dp/B01H5MA0DM/ref=sr_1_198?dchild=1&qid=1591099869&s=pantry&sr=1-198,Amazon
"NutroActive Keto Dosa Mix, 2 gm Net Carb Per Dosa, Gluten Free - 350gm",399.0,20.0,499.0,3.5,77,https://www.amazon.in/NutroActive-Keto-Ultra-Instant-350gm/dp/B07QXNLVFJ/ref=sr_1_198?dchild=1&qid=1591099869&s=grocery&sr=1-198,Amazon
Natureland Organics Red Rice 1 Kg - Organic Rice,138.0,5.0,145.0,3.3,8,https://www.amazon.in/Natureland-Organics-Red-Rice-Kg/dp/B07WJ14QX9/ref=sr_1_199?dchild=1&qid=1591099869&s=grocery&sr=1-199,Amazon
Rice Flour / Chawal ka Atta 1 kg from 'Home Made'. Premium Quality. No Additives or Preservatives,129.0,35.0,199.0,5.0,1,https://www.amazon.in/Home-Premium-Quality-Additives-Preservatives/dp/B082ZRYW33/ref=sr_1_200?dchild=1&qid=1591099869&s=grocery&sr=1-200,Amazon
"Pillsbury Chakki Fresh Atta, 10kg",450.0,8.0,490.0,4.2,133,https://www.amazon.in/Pillsbury-Chakki-Fresh-Atta-10kg/dp/B07G83V2VK/ref=sr_1_201?dchild=1&qid=1591099869&s=pantry&sr=1-201,Amazon
Forgotten Foods Organic Foxtail Millet - 900g,150.0,6.0,160.0,4.7,14,https://www.amazon.in/Forgotten-Foods-Naturally-Management-Diabetic/dp/B076BZ9JV8/ref=sr_1_202?dchild=1&qid=1591099869&s=grocery&sr=1-202,Amazon
"NutroActive Whole Almond Flour with Skin, Badam Powder Keto Friendly 200 gm",349.0,13.0,400.0,3.9,98,https://www.amazon.in/NutroActive-Whole-Almond-Flour-Powder/dp/B0788KTVVV/ref=sr_1_204?dchild=1&qid=1591099869&s=grocery&sr=1-204,Amazon
"Kohinoor Authentic Brown Basmati, 1 Kg",149.0,17.0,179.0,3.6,40,https://www.amazon.in/Kohinoor-%E0%A4%91%E0%A4%A5%E0%A5%87%E0%A4%82%E0%A4%9F%E0%A4%BF%E0%A4%95-%E0%A4%AD%E0%A5%82%E0%A4%B0%E0%A4%BE-%E0%A4%AC%E0%A4%BE%E0%A4%B8%E0%A4%AE%E0%A4%A4%E0%A5%80-Kg/dp/B01N35ZISW/ref=sr_1_206?dchild=1&qid=1591099869&s=pantry&sr=1-206,Amazon
"BB Consumer Products Urad Dal Split, 1 kg",136.0,6.0,144.0,3.9,19,https://www.amazon.in/BB-Consumer-Products-Urad-Split/dp/B08716B8DN/ref=sr_1_207?dchild=1&qid=1591099869&s=pantry&sr=1-207,Amazon
Indiana Sabudana (Sago/Tapioca) - 500gm,160.0,20.0,200.0,4.4,2,https://www.amazon.in/Indiana-Sabudana-Sago-Tapioca-500gm/dp/B07VJZVJYJ/ref=sr_1_211?dchild=1&qid=1591099869&s=grocery&sr=1-211,Amazon
Natureland Organics Bajra / Pearl Millet Flour 500 Gm - Organic Flour,48.0,5.0,51.0,4.0,13,https://www.amazon.in/Natureland-Organics-Bajra-Pearl-Millet/dp/B07VYKNF4L/ref=sr_1_212?dchild=1&qid=1591099869&s=grocery&sr=1-212,Amazon
Ayush Brown Rice/ Boiled Rice(Matta Rice) | Diabetic| Organic| 100% Sortexed| Unpolished Paraboiled Brown Rice with Low GI Index| Export Quality (5kg),549.0,8.0,599.0,3.6,44,https://www.amazon.in/Ayush-Diabetic-Sortexed-Unpolished-Paraboiled/dp/B0842SD2LG/ref=sr_1_213?dchild=1&qid=1591099869&s=grocery&sr=1-213,Amazon
Natureland Organics Masoor Dal / Split Washed 500 Gm - Organic Healthy Pulses,82.0,5.0,87.0,4.5,5,https://www.amazon.in/Natureland-Organics-Masoor-Split-Washed/dp/B07WLRVXPG/ref=sr_1_214?dchild=1&qid=1591099869&s=grocery&sr=1-214,Amazon
"Sinew Nutrition White Quinoa Seeds, 1kg",266.0,69.0,869.0,4.4,232,https://www.amazon.in/Sinew-Nutrition-White-Quinoa-Seeds/dp/B07MTT4YDM/ref=sr_1_216?dchild=1&qid=1591099869&s=grocery&sr=1-216,Amazon
Riso Scotti Hakumaki Sushi Rice 1kg,390.0,35.0,599.0,4.0,42,https://www.amazon.in/Riso-Scotti-Hakumaki-Sushi-Rice/dp/B0757NZHW2/ref=sr_1_217?dchild=1&qid=1591099869&s=grocery&sr=1-217,Amazon
"Devakshat Gobindo Bhog Rice (Ambemor Rice, Jeera Rice), 5 Kg, The Aged Rice from West Bengal",740.0,1.0,750.0,3.3,76,https://www.amazon.in/Devakshat-Gobindo-Ambemor-Jeera-Bengal/dp/B07TXHVK4S/ref=sr_1_219?dchild=1&qid=1591099869&s=grocery&sr=1-219,Amazon
"Kohinoor Dubar Authentic Basmati Rice, 5 Kg",499.0,20.0,620.0,3.1,32,https://www.amazon.in/Kohinoor-Dubar-Basmati-Rice-5KG/dp/B074QV46JQ/ref=sr_1_220?dchild=1&qid=1591099869&s=pantry&sr=1-220,Amazon
"Jivabhumi Organic Ragi Whole, 1 kg",189.0,8.0,205.0,4.0,2,https://www.amazon.in/Jivabhumi-Organic-Ragi-Whole/dp/B07HT8P7ZY/ref=sr_1_221?dchild=1&qid=1591099869&s=grocery&sr=1-221,Amazon
"Natureland Organics Arhar/Toor Dal Pouch, 1 kg",204.0,5.0,215.0,3.5,2,https://www.amazon.in/Natureland-Organics-Arhar-Toor-Pouch/dp/B01L93Z0XS/ref=sr_1_222?dchild=1&qid=1591099869&s=grocery&sr=1-222,Amazon
"Urban Platter Whole White Indian Quinoa Grain, 1Kg",290.0,42.0,500.0,4.2,252,https://www.amazon.in/Urban-Platter-Whole-White-Quinoa/dp/B01N6GTLDI/ref=sr_1_220?dchild=1&qid=1591099869&s=grocery&sr=1-220,Amazon
"Mangat Ram Lal Rajma, 1kg",149.0,10.0,165.0,3.9,38,https://www.amazon.in/Mangat-Ram-Lal-Rajma-1kg/dp/B07H3HMV9N/ref=sr_1_221?dchild=1&qid=1591099869&s=grocery&sr=1-221,Amazon
Pmw® - Grade A Quality - Suji Atta - Suji Rava - Bombay Ravva - 1 Kilo,149.0,25.0,199.0,5.0,1,https://www.amazon.in/Pmw%C2%AE-Grade-Quality-Bombay-Ravva/dp/B07R6FJKD6/ref=sr_1_226?dchild=1&qid=1591099869&s=grocery&sr=1-226,Amazon
Pmw® - Grade A Quality - Idly Ravva - Premium Idly Rawa - Chawal Da Atta - 3 Kilo,259.0,7.0,279.0,3.7,10,https://www.amazon.in/Pmw%C2%AE-Grade-Quality-Premium-Chawal/dp/B07QFMSP9L/ref=sr_1_227?dchild=1&qid=1591099869&s=grocery&sr=1-227,Amazon
Lo! Foods - Ultra Low Carb Keto Atta | 3g Net Carb Per Roti | Lab Tested Keto Food Products for Keto Diet | Nutritious Keto Flour Low Carb - 975 g,530.0,3.0,549.0,4.3,51,https://www.amazon.in/Lo-Foods-Tested-Products-Nutritious/dp/B07XQ2MY1G/ref=sr_1_228?dchild=1&qid=1591099869&s=grocery&sr=1-228,Amazon
NutroActive Keto Atta (1 gm Net Carb Per Roti) Extremely Low Carb Flour - 750 gm (Pack of 3),1363.0,24.0,1797.0,3.6,70,https://www.amazon.in/NutroActive-Keto-Atta-Extremely-Flour/dp/B07QGWGR84/ref=sr_1_230?dchild=1&qid=1591099869&s=grocery&sr=1-230,Amazon
Zero-G Gluten Free Lite Flour (1.25 kg Pouch),170.0,13.0,195.0,4.3,62,https://www.amazon.in/Zero-G-Gluten-Free-Flour-Pouch/dp/B07V6NTQXJ/ref=sr_1_235?dchild=1&qid=1591099869&s=grocery&sr=1-235,Amazon
"GoodMorning Fresh Maida, 1 Kg",60.0,14.0,70.0,3.8,3,https://www.amazon.in/GoodMorning-Fresh-Maida-1-Kg/dp/B07WSZ57CD/ref=sr_1_237?dchild=1&qid=1591099869&s=grocery&sr=1-237,Amazon
Hubballi Avalakki / Poha - 1 Kg (North Karnataka Special Medium Poha),116.0,23.0,150.0,4.8,10,https://www.amazon.in/Hubballi-Avalakki-Poha-Karnataka-Special/dp/B084KHVGGX/ref=sr_1_240?dchild=1&qid=1591099869&s=grocery&sr=1-240,Amazon
Ketofy - Keto Flour (750g) | Healthiest Low Carb Flour | 1g Net Carb Per Roti | Gluten Free | Ultra Low Glycemic,549.0,31.0,799.0,3.5,712,https://www.amazon.in/Keto-Essentials-Flour-Ultra-Carb/dp/B079XZJMSN/ref=sr_1_242?dchild=1&qid=1591099869&s=grocery&sr=1-242,Amazon
Tenali Double Horse Urad Dall Whole 1 Kg,122.0,24.0,160.0,4.4,63,https://www.amazon.in/Tenali-Double-Horse-Orid-Dall/dp/B07QDR1H9D/ref=sr_1_244?dchild=1&qid=1591099869&s=grocery&sr=1-244,Amazon
"Daawat Traditional Basmati Rice, 5kg",912.0,13.0,1050.0,4.0,71,https://www.amazon.in/Daawat-Traditional-Basmati-Rice-5kg/dp/B01H5MBJ78/ref=sr_1_245?dchild=1&qid=1591099869&s=pantry&sr=1-245,Amazon
Indiana Roasted Chana - 1kg,290.0,28.0,400.0,4.1,15,https://www.amazon.in/Indiana-Roasted-Chana-1kg/dp/B07VPX3CH2/ref=sr_1_245?dchild=1&qid=1591099869&s=grocery&sr=1-245,Amazon
"Naturevibe Botanicals Rice Flour, 1 kg",250.0,16.0,299.0,4.4,18,https://www.amazon.in/Naturevibe-Botanicals-Gluten-Supports-Healthy/dp/B07MP9429P/ref=sr_1_246?dchild=1&qid=1591099869&s=grocery&sr=1-246,Amazon
"Mangat Ram Dollar Safed Chana, 1kg",146.0,10.0,162.0,4.2,38,https://www.amazon.in/Mangat-Ram-Dollar-Safed-Chana/dp/B07H3385XS/ref=sr_1_249?dchild=1&qid=1591099869&s=grocery&sr=1-249,Amazon
THINK3 RNR 15048 Telangana Sona Rice with Low glycemic Index Sugar Free Rice for Diabetic Control 4.5 KG,525.0,30.0,750.0,3.9,48,https://www.amazon.in/THINK3-Telangana-glycemic-Diabetic-Control/dp/B07WGQ898K/ref=sr_1_250?dchild=1&qid=1591099869&s=grocery&sr=1-250,Amazon
"SHRILALMAHAL Basmati Rice, Mogra 4, Broken Basmati Rice, 10 Kg",699.0,25.0,935.0,2.4,29,https://www.amazon.in/SHRILALMAHAL-Basmati-Rice-Mogra-Broken/dp/B07JXZ4JBV/ref=sr_1_252?dchild=1&qid=1591099869&s=grocery&sr=1-252,Amazon
Rice RAVA 1Kg,54.0,10.0,60.0,2.8,5,https://www.amazon.in/MRV-Rice-RAVA-1Kg/dp/B07TC8H3QM/ref=sr_1_253?dchild=1&qid=1591099869&s=grocery&sr=1-253,Amazon
"Nature Vit Soya Chunks, 400 gm",249.0,0.0,250.0,3.5,18,https://www.amazon.in/Nature-Vit-Soya-Chunks-400/dp/B07S1P9N21/ref=sr_1_255?dchild=1&qid=1591099869&s=grocery&sr=1-255,Amazon
"Dr Gluten Gluten-Free Platinum Atta, 1 kg",157.0,2.0,160.0,4.2,178,https://www.amazon.in/Dr-Gluten-Gluten-Free-Platinum-Atta/dp/B01N2I8AT6/ref=sr_1_260?dchild=1&qid=1591099869&s=grocery&sr=1-260,Amazon
Indiana Sabudana (Sago/Tapioca) - 1 kg,290.0,17.0,350.0,5.0,5,https://www.amazon.in/Indiana-Sabudana-Sago-Tapioca/dp/B07VK3RTFF/ref=sr_1_263?dchild=1&qid=1591099869&s=grocery&sr=1-263,Amazon
"Mangat Ram Moong Chilka, 1kg",187.0,10.0,208.0,4.5,26,https://www.amazon.in/Mangat-Ram-Moong-Chilka-1kg/dp/B07H3385X8/ref=sr_1_265?dchild=1&qid=1591099869&s=grocery&sr=1-265,Amazon
Tenali Double Horse Urad Dall Whole 5 Kg Pack of 2,1220.0,24.0,1600.0,4.8,9,https://www.amazon.in/Tenali-Double-Horse-Orid-Dall/dp/B07QCSBPZ5/ref=sr_1_266?dchild=1&qid=1591099869&s=grocery&sr=1-266,Amazon
"Kohinoor Dubar Authentic Basmati Rice, 1 Kg",109.0,9.0,120.0,3.4,58,https://www.amazon.in/Kohinoor-Dubar-Basmati-Rice-1KG/dp/B074QT1XLD/ref=sr_1_267?dchild=1&qid=1591099869&s=pantry&sr=1-267,Amazon
"Ronak Raunak Poha (Flattened Rice/Atukulu), 1 kg",87.0,42.0,150.0,4.0,1,https://www.amazon.in/Ronak-Raunak-Poha-Flattened-Atukulu/dp/B083D3FCCK/ref=sr_1_268?dchild=1&qid=1591099869&s=grocery&sr=1-268,Amazon
"Jiwa Diabetic Care Atta, 1Kg",125.0,37.0,199.0,3.7,53,https://www.amazon.in/Jiwa-Diabetic-Care-Atta-900g/dp/B079RZM4ND/ref=sr_1_269?dchild=1&qid=1591099869&s=grocery&sr=1-269,Amazon
"Pro Nature 100% Organic Sonamasoori Rice, 1kg",92.0,7.0,99.0,3.9,123,https://www.amazon.in/Pro-Nature-100-Organic-Sonamasoori/dp/B075MPLTHX/ref=sr_1_269?dchild=1&qid=1591099869&s=pantry&sr=1-269,Amazon
"Mangat Ram Urad Sabut, 1kg",166.0,10.0,184.0,4.7,5,https://www.amazon.in/Mangat-Ram-Urad-Sabut-1kg/dp/B07H2WV85N/ref=sr_1_270?dchild=1&qid=1591099869&s=grocery&sr=1-270,Amazon
"Natureland Organics Maize Dalia (Makki, Corn Dalia) 500 Gm - Organic Makka Dalia",47.0,5.0,50.0,3.3,14,https://www.amazon.in/Natureland-Organics-Maize-Dalia-Pack/dp/B07B9X5D91/ref=sr_1_275?dchild=1&qid=1591099869&s=grocery&sr=1-275,Amazon
"FARMUP Soyabean - 1 Kg | Premium Quality, High Protine Soyabean - 100% Pure & Natural",199.0,34.0,300.0,3.8,36,https://www.amazon.in/FARMUP-Farmup-Soyabean-1kg/dp/B07D2Y4ZR4/ref=sr_1_276?dchild=1&qid=1591099869&s=grocery&sr=1-276,Amazon
"Scotti Arborio Rice Vac-Pack, 1kg",420.0,1.0,425.0,4.6,9,https://www.amazon.in/Scotti-Arborio-Rice-Vac-Pack-1kg/dp/B07NWGFW5M/ref=sr_1_277?dchild=1&qid=1591099869&s=grocery&sr=1-277,Amazon
Sakura Wasabi Paste - 43gm,220.0,2.0,225.0,3.9,9,https://www.amazon.in/Sakura-Wasabi-Paste-43gm/dp/B07PGY8WGV/ref=sr_1_279?dchild=1&qid=1591099869&s=grocery&sr=1-279,Amazon
"Namma Nellu Traditional White Rice - Seeraga Samba (Raw Rice) / சீரக சம்பா (பச்சரிசி) - (1 kg, Pack of 2)",159.0,1.0,160.0,4.3,4,https://www.amazon.in/Namma-Nellu-Traditional-White-Seeraga/dp/B07P94VQNF/ref=sr_1_283?dchild=1&qid=1591099869&s=grocery&sr=1-283,Amazon
"ASHOKA Pure & Tasty Refined Fibrous Sattu, 500 Grams Pack of 2",329.0,45.0,599.0,4.7,8,https://www.amazon.in/Ashoka-Sattu-500-Grams-Pack/dp/B077YLYCCQ/ref=sr_1_284?dchild=1&qid=1591099869&s=grocery&sr=1-284,Amazon
Natureland Organics Chana Besan 500 Gm,85.0,5.0,90.0,4.4,23,https://www.amazon.in/Natureland-Organics-Chana-Besan-pack/dp/B07B9XLLD2/ref=sr_1_285?dchild=1&qid=1591099869&s=grocery&sr=1-285,Amazon
"Natureland Organics Cowpea Black Eye/Lobia Pouch, 1 kg",166.0,5.0,175.0,3.9,8,https://www.amazon.in/Natureland-Organics-Cowpea-Black-Lobia/dp/B07W98SBWK/ref=sr_1_286?dchild=1&qid=1591099869&s=grocery&sr=1-286,Amazon
"True Elements Gluten Free Steel Cut Oats, 1 kg",307.0,6.0,325.0,4.1,132,https://www.amazon.in/True-Elements-Gluten-Free-Steel/dp/B01IHYUFKU/ref=sr_1_287?dchild=1&qid=1591099869&s=grocery&sr=1-287,Amazon
Laxmi Daily Feast Kulthi Horse Gram (500 g),159.0,27.0,219.0,2.7,5,https://www.amazon.in/Kulthi-Horse-Gram-500-Gm/dp/B07KZR4BGP/ref=sr_1_289?dchild=1&qid=1591099869&s=grocery&sr=1-289,Amazon
"Josef Marc Farine de ble T45 Cake Flour, 1kg - Unbleached & Low Protein Flour, Non-chlorinated, Non-GMO, Non-Fortified & Non-bro-mated, All Purpose Cake Flour.",275.0,21.0,350.0,3.8,26,https://www.amazon.in/Josef-Marc-Farine-Cake-Flour/dp/B07NLBWF3V/ref=sr_1_290?dchild=1&qid=1591099869&s=grocery&sr=1-290,Amazon
"Re:Live Wheat Bran Healthy & High Fibre Box, 500g",78.0,13.0,90.0,4.7,6,https://www.amazon.in/Re-Live-Wheat-Healthy-Fibre/dp/B07XXWJ2XX/ref=sr_1_292?dchild=1&qid=1591099869&s=grocery&sr=1-292,Amazon
Amwel Ragi Atta ( Finger Millet Flour) 500g,90.0,18.0,110.0,4.2,4,https://www.amazon.in/Amwel-Ragi-Finger-Millet-Flour/dp/B07D76LMMM/ref=sr_1_293?dchild=1&qid=1591099869&s=grocery&sr=1-293,Amazon
Jai Jinendra Food & Grocery Product Soyabeans (SOYA Bean) Seeds- 1 kg,249.0,38.0,400.0,4.1,27,https://www.amazon.in/Jinendra-%E0%A4%95%E0%A4%BF%E0%A4%B0%E0%A4%BE%E0%A4%A8%E0%A5%87-%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A5%8B%E0%A4%A1%E0%A4%95%E0%A5%8D%E0%A4%9F-%E0%A4%B8%E0%A5%8B%E0%A4%AF%E0%A4%BE%E0%A4%AC%E0%A5%80%E0%A4%A8-%E0%A4%B8%E0%A5%8D%E0%A4%B5%E0%A5%87%E0%A4%9C/dp/B07J5J1THZ/ref=sr_1_294?dchild=1&qid=1591099869&s=grocery&sr=1-294,Amazon
FARM 2 YOU DESSICATED Coconut Powder|NARIYAL BURADA for Cooking 400GM,269.0,55.0,600.0,5.0,2,https://www.amazon.in/FARM-YOU-DESSICATED-Coconut-NARIYAL/dp/B07ZMRCB7K/ref=sr_1_292?dchild=1&qid=1591099869&s=grocery&sr=1-292,Amazon
"Natureland Organics Black Rice Pouch, 500 g",171.0,5.0,180.0,3.6,8,https://www.amazon.in/Natureland-Organics-Black-Rice-Pouch/dp/B07SRGR9NH/ref=sr_1_293?dchild=1&qid=1591099869&s=grocery&sr=1-293,Amazon
SHRILALMAHAL Empire Basmati Rice (Most Premium) (10Kg : 10 x 1 Kg) | Low Glycemic Index | Gluten Free,1669.0,52.0,3500.0,3.8,596,https://www.amazon.in/SHRILALMAHAL-%E0%A4%8F%E0%A4%AE%E0%A5%8D%E0%A4%AA%E0%A4%BE%E0%A4%AF%E0%A4%B0-%E0%A4%AC%E0%A4%BE%E0%A4%B8%E0%A4%AE%E0%A4%A4%E0%A5%80-%E0%A4%9A%E0%A4%BE%E0%A4%B5%E0%A4%B2-%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A5%80%E0%A4%AE%E0%A4%BF%E0%A4%AF%E0%A4%AE/dp/B07GYN5C5K/ref=sr_1_295?dchild=1&qid=1591099869&s=grocery&sr=1-295,Amazon
"RAMAJEYAM Premium Rice Classic Idly Rice, 5Kg",450.0,25.0,600.0,4.3,107,https://www.amazon.in/RAMAJEYAM-Premium-Rice-Classic-Idly/dp/B0778DDKH2/ref=sr_1_296?dchild=1&qid=1591099869&s=grocery&sr=1-296,Amazon
"Josef Marc Unbleached Self Raising Flour, 1Kg - Made with Non-Aluminum Baking Powder, Non-GMO, Non-Fortified & Non-bro-mated.",299.0,15.0,350.0,5.0,2,https://www.amazon.in/Josef-Marc-Unbleached-Raising-Flour/dp/B081F7M2C6/ref=sr_1_297?dchild=1&qid=1591099869&s=grocery&sr=1-297,Amazon
NutroActive Keto Atta Gluten Free Ultra Low Carb Flour - 750g,469.0,33.0,699.0,3.9,27,https://www.amazon.in/NutroActive-Keto-Gluten-Ultra-Flour/dp/B081233SS8/ref=sr_1_298?dchild=1&qid=1591099869&s=grocery&sr=1-298,Amazon
Shiaya Vegetarian Poha 500 GM,110.0,31.0,159.0,1.0,1,https://www.amazon.in/SHIAYA-Organic-Vegetarian-Poha/dp/B07VBDQM2N/ref=sr_1_299?dchild=1&qid=1591099869&s=grocery&sr=1-299,Amazon
Swad SOYA Chunks (High Protein SOYA Badi | 99% Fat Free SOYA Wadi | 100% Vegetarian) 2 Boxes x 200g,199.0,50.0,399.0,2.0,1,https://www.amazon.in/Swad-Chunks-Protein-Vegetarian-Boxes/dp/B0891TFHDT/ref=sr_1_300?dchild=1&qid=1591099869&s=grocery&sr=1-300,Amazon
"Raunak Premium Moth (Matki), 1kg",139.0,7.0,149.0,5.0,1,https://www.amazon.in/Raunak-Premium-Moth-Matki-1kg/dp/B08545DJMD/ref=sr_1_301?dchild=1&qid=1591099869&s=grocery&sr=1-301,Amazon
INDIRAS Ragi Huri Hittu Special (400 g),135.0,4.0,140.0,4.3,41,https://www.amazon.in/Indiras-Ragi-Huri-Hittu-Special/dp/B01BHW8BZA/ref=sr_1_308?dchild=1&qid=1591099869&s=grocery&sr=1-308,Amazon
Jivabhumi Organic Jowar Whole 1 kg,199.0,10.0,220.0,3.9,4,https://www.amazon.in/Jivabhumi-Organic-Jowar-Whole/dp/B07HSXV6TL/ref=sr_1_309?dchild=1&qid=1591099869&s=grocery&sr=1-309,Amazon
"GrowFit 100% Natural Almond Flour Without Skin (200 gm, Keto Friendly)",450.0,10.0,500.0,3.9,21,https://www.amazon.in/Grow-Fit-Natural-Without-Friendly/dp/B07B4DGL8B/ref=sr_1_310?dchild=1&qid=1591099869&s=grocery&sr=1-310,Amazon
"ELWORLD AGRO & ORGANIC FOOD PRODUCTS Whole Sharbati Wheat Flour Atta, 5 Kg",515.0,1.0,520.0,3.7,34,https://www.amazon.in/ELWORLD-AGRO-ORGANIC-FOOD-PRODUCTS/dp/B071ZJ7FQ6/ref=sr_1_311?dchild=1&qid=1591099869&s=grocery&sr=1-311,Amazon
EasyBee Buckwheat 900g Kuttu Giri Buckwheat Seed Groat Kasha Gluten Free,285.0,25.0,380.0,4.4,34,https://www.amazon.in/EasyBee-Buckwheat-Kuttu-Groat-Gluten/dp/B07HX79VQQ/ref=sr_1_312?dchild=1&qid=1591099869&s=grocery&sr=1-312,Amazon
Wheafree Gluten Free Flour 1 kg (Certified Gluten Free),133.0,5.0,140.0,3.5,32,https://www.amazon.in/Wheafree-Gluten-Free-Flour-1kg/dp/B01MXMOY4S/ref=sr_1_313?dchild=1&qid=1591099869&s=grocery&sr=1-313,Amazon
Forgotten Foods - Organic Barnyard Millet - (900 g),155.0,3.0,160.0,4.3,3,https://www.amazon.in/Forgotten-Foods-Organic-Barnyard-Millet/dp/B076BN9ZTS/ref=sr_1_314?dchild=1&qid=1591099869&s=grocery&sr=1-314,Amazon
"Kohinoor Tibar Authentic Basmati Rice, 5 Kg",589.0,12.0,670.0,3.5,20,https://www.amazon.in/Kohinoor-Tibar-Basmati-Rice-5kg/dp/B074QMNDQY/ref=sr_1_316?dchild=1&qid=1591099869&s=pantry&sr=1-316,Amazon
"B&B Organics Idly Rice, 3 kg",510.0,15.0,600.0,4.1,10,https://www.amazon.in/Generic-Organics-Idly-Rice/dp/B07GB2VB3B/ref=sr_1_317?dchild=1&qid=1591099869&s=grocery&sr=1-317,Amazon
