Product_Name,Brand,Discounted_Price,Discount,Original_Price,Product_Rating,No_of_ratings,Product_URL,Platform
NAVVAYD Rose Black Tea Rose Black Tea Box,NAVVAYD,269.0,10.0,300.0,3.3,3,https://www.flipkart.com/navvayd-rose-black-tea-box/p/itm6962001699bf9?pid=TEAFZZJHTXMWWAFU&lid=LSTTEAFZZJHTXMWWAFUAXLOHN&marketplace=FLIPKART&srno=b_9_359&otracker=browse&fm=organic&iid=64e04a6c-ce14-40d4-866d-c40f44d2700f.TEAFZZJHTXMWWAFU.SEARCH&ssid=6rjaa6ccxc0000001591295095197,Flipkart
MuscleBlaze Raw Whey Protein,MuscleBlaze,1183.0,40.0,1999.0,4.2,33633,https://www.flipkart.com/muscleblaze-raw-whey-protein/p/itmet4ndbdwakkn6?pid=PSLET4NDF84FHZGV&lid=LSTPSLET4NDF84FHZGVGM5KKH&marketplace=FLIPKART&srno=b_10_361&otracker=browse&fm=organic&iid=eb4fd16c-738d-44cb-926b-1b8e2f60bd32.PSLET4NDF84FHZGV.SEARCH&ssid=ztrg37z9y80000001591295115340,Flipkart
Wonderland California Almonds 1kg (Pack of 2) (500g Eac...,Wonderland,999.0,16.0,1200.0,4.2,140,https://www.flipkart.com/wonderland-california-almonds-1kg-pack-2-500g-each/p/itmf9heb8n3a9fen?pid=NDFF9JTRW4SKVYUG&lid=LSTNDFF9JTRW4SKVYUGAYSJAX&marketplace=FLIPKART&srno=b_10_362&otracker=browse&fm=organic&iid=eb4fd16c-738d-44cb-926b-1b8e2f60bd32.NDFF9JTRW4SKVYUG.SEARCH&ssid=ztrg37z9y80000001591295115340,Flipkart
Shara's Premium (W320) Cashewnuts Pack of 2 - 800g (400...,Shara's,890.0,35.0,1380.0,4.3,24,https://www.flipkart.com/shara-s-premium-w320-cashewnuts-pack-2-800g-400g-each-cashews/p/itm92cc6140b4eb6?pid=NDFFKSHDSZUSWVHC&lid=LSTNDFFKSHDSZUSWVHCOVZNCQ&marketplace=FLIPKART&srno=b_10_363&otracker=browse&fm=organic&iid=eb4fd16c-738d-44cb-926b-1b8e2f60bd32.NDFFKSHDSZUSWVHC.SEARCH&ssid=ztrg37z9y80000001591295115340,Flipkart
Bliss of Earth 500ml Each Certified Organic Flax seed O...,Bliss,1239.0,48.0,2400.0,4.7,3,https://www.flipkart.com/bliss-earth-500ml-each-certified-organic-flax-seed-oil-black-combo-flaxseed-plastic-bottle/p/itme1071e5578d49?pid=EDOFHMAGHYSYN6FW&lid=LSTEDOFHMAGHYSYN6FW2E1WDL&marketplace=FLIPKART&srno=b_10_365&otracker=browse&fm=organic&iid=eb4fd16c-738d-44cb-926b-1b8e2f60bd32.EDOFHMAGHYSYN6FW.SEARCH&ssid=ztrg37z9y80000001591295115340,Flipkart
NAGO Natural Goodness Unpolished Red Masoor Dal (Split),NAGO,165.0,17.0,200.0,4.3,3,https://www.flipkart.com/nago-natural-goodness-unpolished-red-masoor-dal-split/p/itm4038ae2a5f8a1?pid=PLSFNSFZDYNZ336V&lid=LSTPLSFNSFZDYNZ336VBOLCEC&marketplace=FLIPKART&srno=b_10_366&otracker=browse&fm=organic&iid=eb4fd16c-738d-44cb-926b-1b8e2f60bd32.PLSFNSFZDYNZ336V.SEARCH&ssid=ztrg37z9y80000001591295115340,Flipkart
NutroActive Mineral Salt (HIMALAYAN PINK SALT) Extra Fi...,NutroActive,499.0,50.0,999.0,4.4,199,https://www.flipkart.com/nutroactive-mineral-salt-himalayan-pink-salt-extra-fine-grain-0-0-5-mm-jumbo-pack-1-25-kg-himalayan/p/itmf8x3se54ftysg?pid=SATF8WJRAGJHZSER&lid=LSTSATF8WJRAGJHZSERHMXEOR&marketplace=FLIPKART&srno=b_10_367&otracker=browse&fm=organic&iid=eb4fd16c-738d-44cb-926b-1b8e2f60bd32.SATF8WJRAGJHZSER.SEARCH&ssid=ztrg37z9y80000001591295115340,Flipkart
Neuherbs Organic Green Coffee Beans Powder - 350g,Neuherbs,290.0,35.0,449.0,4.2,86,https://www.flipkart.com/neuherbs-organic-green-coffee-beans-powder-350g/p/itm301d62a5fc101?pid=VSLFMDYFXEDGG3YN&lid=LSTVSLFMDYFXEDGG3YNPHVBVZ&marketplace=FLIPKART&srno=b_10_368&otracker=browse&fm=organic&iid=eb4fd16c-738d-44cb-926b-1b8e2f60bd32.VSLFMDYFXEDGG3YN.SEARCH&ssid=ztrg37z9y80000001591295115340,Flipkart
Salz & Aroma Coriander Powder/ Dhaniya Powder,Salz,196.0,30.0,280.0,4.2,5,https://www.flipkart.com/salz-aroma-coriander-powder-dhaniya-powder/p/itmfejsgghumphyq?pid=SCMFGYMYHTGHDJGQ&lid=LSTSCMFGYMYHTGHDJGQJHFIEW&marketplace=FLIPKART&srno=b_10_369&otracker=browse&fm=organic&iid=eb4fd16c-738d-44cb-926b-1b8e2f60bd32.SCMFGYMYHTGHDJGQ.SEARCH&ssid=ztrg37z9y80000001591295115340,Flipkart
Bliss of Earth 3X500ML Certified Organic Mustard Oil Co...,Bliss,490.0,65.0,1425.0,0.0,0,https://www.flipkart.com/bliss-earth-3x500ml-certified-organic-mustard-oil-cold-pressed-cooking-massage-skin-hair-plastic-bottle/p/itm12c9aaa85b92d?pid=EDOFRTG3RARUWYHT&lid=LSTEDOFRTG3RARUWYHTZR7HRR&marketplace=FLIPKART&srno=b_10_371&otracker=browse&fm=organic&iid=eb4fd16c-738d-44cb-926b-1b8e2f60bd32.EDOFRTG3RARUWYHT.SEARCH&ssid=ztrg37z9y80000001591295115340,Flipkart
YUVIKA Methi Dana - Trigonella foenum-graecum - Fenugre...,YUVIKA,199.0,0.0,200.0,4.5,49,https://www.flipkart.com/yuvika-methi-dana-trigonella-foenum-graecum-fenugreek-seeds/p/itmf3s7czuzzyaey?pid=SCMF3S3HNQKHHH5K&lid=LSTSCMF3S3HNQKHHH5KPTKC44&marketplace=FLIPKART&srno=b_10_372&otracker=browse&fm=organic&iid=eb4fd16c-738d-44cb-926b-1b8e2f60bd32.SCMF3S3HNQKHHH5K.SEARCH&ssid=ztrg37z9y80000001591295115340,Flipkart
Neuherbs Supplements Combo{Deep Sea Omega 3 Fish Oil 25...,Neuherbs,969.0,51.0,1998.0,4.5,24,https://www.flipkart.com/neuherbs-supplements-combo-deep-sea-omega-3-fish-oil-2500mg-true-vitamin-multivitamin/p/itme7a9a7d980745?pid=VSLFP5GWCJMSSU6A&lid=LSTVSLFP5GWCJMSSU6AV2BU31&marketplace=FLIPKART&srno=b_10_375&otracker=browse&fm=organic&iid=eb4fd16c-738d-44cb-926b-1b8e2f60bd32.VSLFP5GWCJMSSU6A.SEARCH&ssid=ztrg37z9y80000001591295115340,Flipkart
Wonderland Foods Premium Quality Nutmeg (Jaiphal or Jat...,Wonderland,350.0,41.0,599.0,0.0,0,https://www.flipkart.com/wonderland-foods-premium-quality-nutmeg-jaiphal-jathikai/p/itm4bfb950947da6?pid=SCMFPMKHZGZJPQER&lid=LSTSCMFPMKHZGZJPQERRAVV7Y&marketplace=FLIPKART&srno=b_10_376&otracker=browse&fm=organic&iid=eb4fd16c-738d-44cb-926b-1b8e2f60bd32.SCMFPMKHZGZJPQER.SEARCH&ssid=ztrg37z9y80000001591295115340,Flipkart
Delight Nuts Almond Choco Spread 340 g,Delight,311.0,2.0,320.0,4.4,74,https://www.flipkart.com/delight-nuts-almond-choco-spread-340-g/p/itmfh69nekhzgkmd?pid=JASFH662KH5QZRRE&lid=LSTJASFH662KH5QZRREDJVTKN&marketplace=FLIPKART&srno=b_10_377&otracker=browse&fm=organic&iid=eb4fd16c-738d-44cb-926b-1b8e2f60bd32.JASFH662KH5QZRRE.SEARCH&ssid=ztrg37z9y80000001591295115340,Flipkart
"True Elements Multigrain Oatmeal with Rolled Oats, Jowa...",True,259.0,4.0,270.0,4.2,25,https://www.flipkart.com/true-elements-multigrain-oatmeal-rolled-oats-jowar-amaranth-barley/p/itmaa998e5e5a0d5?pid=CAFFH9VMQXTNS7TS&lid=LSTCAFFH9VMQXTNS7TSMDF7CL&marketplace=FLIPKART&srno=b_10_378&otracker=browse&fm=organic&iid=eb4fd16c-738d-44cb-926b-1b8e2f60bd32.CAFFH9VMQXTNS7TS.SEARCH&ssid=ztrg37z9y80000001591295115340,Flipkart
Himalayan Organics Organic Vitamin B12 - Certified Orga...,Himalayan,699.0,27.0,965.0,4.5,19,https://www.flipkart.com/himalayan-organics-organic-vitamin-b12-certified-natural/p/itm969049f7e8400?pid=VSLFMFAEEJKVA5ZD&lid=LSTVSLFMFAEEJKVA5ZDKBYHMA&marketplace=FLIPKART&srno=b_10_381&otracker=browse&fm=organic&iid=eb4fd16c-738d-44cb-926b-1b8e2f60bd32.VSLFMFAEEJKVA5ZD.SEARCH&ssid=ztrg37z9y80000001591295115340,Flipkart
"Bliss of Earth Certified Organic Black Seed Oil, Kalonj...",Bliss,290.0,38.0,475.0,4.6,14,https://www.flipkart.com/bliss-earth-certified-organic-black-seed-oil-kalonji-oil-extract-plastic-bottle/p/itmdc81b8d321a4e?pid=EDOFMCWABZ449HCE&lid=LSTEDOFMCWABZ449HCEROCKBQ&marketplace=FLIPKART&srno=b_10_382&otracker=browse&fm=organic&iid=eb4fd16c-738d-44cb-926b-1b8e2f60bd32.EDOFMCWABZ449HCE.SEARCH&ssid=ztrg37z9y80000001591295115340,Flipkart
Midiron Organic Premium Gluten Free Flax Seed,Midiron,175.0,2.0,179.0,4.4,52,https://www.flipkart.com/midiron-organic-premium-gluten-free-flax-seed/p/itm1f4a03a1d0690?pid=EDSFZM49MNEZ7MKS&lid=LSTEDSFZM49MNEZ7MKSOUBZUH&marketplace=FLIPKART&srno=b_10_383&otracker=browse&fm=organic&iid=eb4fd16c-738d-44cb-926b-1b8e2f60bd32.EDSFZM49MNEZ7MKS.SEARCH&ssid=ztrg37z9y80000001591295115340,Flipkart
Nestle Resource Whey Protein,Nestle,716.0,20.0,895.0,4.3,1160,https://www.flipkart.com/nestle-resource-whey-protein/p/itm44ecb98379741?pid=PSLF63GCAABFY2HH&lid=LSTPSLF63GCAABFY2HHELL1QO&marketplace=FLIPKART&srno=b_10_387&otracker=browse&fm=organic&iid=eb4fd16c-738d-44cb-926b-1b8e2f60bd32.PSLF63GCAABFY2HH.SEARCH&ssid=ztrg37z9y80000001591295115340,Flipkart
Bliss of Earth 2X600GM USDA Organic Black Mustard Seeds...,Bliss,370.0,30.0,530.0,0.0,0,https://www.flipkart.com/bliss-earth-2x600gm-usda-organic-black-mustard-seeds-cooking-kali-sarson/p/itm04d8e75361c37?pid=SCMFRX44ZU7BWV8Y&lid=LSTSCMFRX44ZU7BWV8Y3T4DZE&marketplace=FLIPKART&srno=b_10_388&otracker=browse&fm=organic&iid=eb4fd16c-738d-44cb-926b-1b8e2f60bd32.SCMFRX44ZU7BWV8Y.SEARCH&ssid=ztrg37z9y80000001591295115340,Flipkart
Salz & Aroma Black Black Pepper (Kali Mirch) 250 Gram,Salz,456.0,44.0,817.0,4.5,10,https://www.flipkart.com/salz-aroma-black-pepper-kali-mirch-250-gram/p/itmfefxkzeatenww?pid=SCMFEYR46FJZQE6Z&lid=LSTSCMFEYR46FJZQE6ZH9IMO8&marketplace=FLIPKART&srno=b_10_391&otracker=browse&fm=organic&iid=eb4fd16c-738d-44cb-926b-1b8e2f60bd32.SCMFEYR46FJZQE6Z.SEARCH&ssid=ztrg37z9y80000001591295115340,Flipkart
CARBAMIDE FORTE Multivitamin Gummies for Kids - 90 Veg ...,CARBAMIDE,499.0,44.0,895.0,4.3,154,https://www.flipkart.com/carbamide-forte-multivitamin-gummies-kids-90-veg/p/itmc37bdf5d463f0?pid=VSLFNMBNRNMDDZUU&lid=LSTVSLFNMBNRNMDDZUUHM3DFO&marketplace=FLIPKART&srno=b_10_392&otracker=browse&fm=organic&iid=eb4fd16c-738d-44cb-926b-1b8e2f60bd32.VSLFNMBNRNMDDZUU.SEARCH&ssid=ztrg37z9y80000001591295115340,Flipkart
Wonderland Foods Premium Quality Whole Cloves,Wonderland,275.0,19.0,340.0,4.5,8,https://www.flipkart.com/wonderland-foods-premium-quality-whole-cloves/p/itm71eefa7cea26d?pid=SCMFZECGEBC6MDTC&lid=LSTSCMFZECGEBC6MDTCFUAALR&marketplace=FLIPKART&srno=b_10_393&otracker=browse&fm=organic&iid=eb4fd16c-738d-44cb-926b-1b8e2f60bd32.SCMFZECGEBC6MDTC.SEARCH&ssid=ztrg37z9y80000001591295115340,Flipkart
Salz & Aroma Black Cardamom/Badi Eliachi 250 Gram,Salz,537.0,29.0,767.0,4.5,6,https://www.flipkart.com/salz-aroma-black-cardamom-badi-eliachi-250-gram/p/itmfe3dag36unep3?pid=SCMFE328P4XKWTH3&lid=LSTSCMFE328P4XKWTH30NRZX6&marketplace=FLIPKART&srno=b_10_395&otracker=browse&fm=organic&iid=eb4fd16c-738d-44cb-926b-1b8e2f60bd32.SCMFE328P4XKWTH3.SEARCH&ssid=ztrg37z9y80000001591295115340,Flipkart
"Donelli Non-Alcoholic Wine ,White Grape Juice,750 ml",Donelli,449.0,43.0,799.0,4.1,23,https://www.flipkart.com/donelli-non-alcoholic-wine-white-grape-juice-750-ml/p/itm9cd47943c51db?pid=DAJFNWFQ5KGPHEFY&lid=LSTDAJFNWFQ5KGPHEFYZSUSBL&marketplace=FLIPKART&srno=b_10_396&otracker=browse&fm=organic&iid=eb4fd16c-738d-44cb-926b-1b8e2f60bd32.DAJFNWFQ5KGPHEFY.SEARCH&ssid=ztrg37z9y80000001591295115340,Flipkart
FARMUP Corn Flour : 1 KG + Jowar Flour : 1 KG,FARMUP,460.0,34.0,700.0,0.0,0,https://www.flipkart.com/farmup-corn-flour-1-kg-jowar/p/itm90b0485555bdb?pid=FLRFKSG9XZ875TG7&lid=LSTFLRFKSG9XZ875TG7VA7HXV&marketplace=FLIPKART&srno=b_10_397&otracker=browse&fm=organic&iid=eb4fd16c-738d-44cb-926b-1b8e2f60bd32.FLRFKSG9XZ875TG7.SEARCH&ssid=ztrg37z9y80000001591295115340,Flipkart
Nutty Gritties Roasted Super Seeds Mix,Nutty,249.0,2.0,255.0,4.5,34,https://www.flipkart.com/nutty-gritties-roasted-super-seeds-mix/p/itmafd30d87ead02?pid=EDSFPBHGEVZFBMHE&lid=LSTEDSFPBHGEVZFBMHEJMYJTU&marketplace=FLIPKART&srno=b_10_398&otracker=browse&fm=organic&iid=eb4fd16c-738d-44cb-926b-1b8e2f60bd32.EDSFPBHGEVZFBMHE.SEARCH&ssid=ztrg37z9y80000001591295115340,Flipkart
Farm Naturelle 100% Pure Desi Cow Sahiwal Ghee from A2 ...,Farm,2095.0,23.0,2750.0,0.0,0,https://www.flipkart.com/farm-naturelle-100-pure-desi-cow-sahiwal-ghee-a2-milk-750mlx2-glass-bottle-1500-ml/p/itm8554de9ce6229?pid=GHEFPDSHYEHHNPGH&lid=LSTGHEFPDSHYEHHNPGHCQRA5Q&marketplace=FLIPKART&srno=b_10_399&otracker=browse&fm=organic&iid=eb4fd16c-738d-44cb-926b-1b8e2f60bd32.GHEFPDSHYEHHNPGH.SEARCH&ssid=ztrg37z9y80000001591295115340,Flipkart
"Yogabar Wholegrain Breakfast Muesli+ - Fruits, Nuts + S...",Yogabar,538.0,10.0,598.0,4.4,4429,https://www.flipkart.com/yogabar-wholegrain-breakfast-muesli-fruits-nuts-seeds-pack-2/p/itmd32925debbf43?pid=CAFFGZPHTQQYS2TT&lid=LSTCAFFGZPHTQQYS2TT3RB7OO&marketplace=FLIPKART&srno=b_11_401&otracker=browse&fm=organic&iid=b15a4d19-0fe1-44d6-8303-e75d7b23a0df.CAFFGZPHTQQYS2TT.SEARCH&ssid=t77yhj6jwg0000001591295129358,Flipkart
Shara's W240 Jumbo Size Premium Cashews,Shara's,499.0,27.0,690.0,5.0,3,https://www.flipkart.com/shara-s-w240-jumbo-size-premium-cashews/p/itm39cab1be6ed48?pid=NDFFJVU3GEAFXYHW&lid=LSTNDFFJVU3GEAFXYHWD7RARX&marketplace=FLIPKART&srno=b_11_402&otracker=browse&fm=organic&iid=b15a4d19-0fe1-44d6-8303-e75d7b23a0df.NDFFJVU3GEAFXYHW.SEARCH&ssid=t77yhj6jwg0000001591295129358,Flipkart
Muscletech Hydroxycut Next Gen,Muscletech,1804.0,39.0,3000.0,4.0,631,https://www.flipkart.com/muscletech-hydroxycut-next-gen/p/itmf3mcdtf5nutgg?pid=VSLEQP4VRGZW5HGU&lid=LSTVSLEQP4VRGZW5HGUECFER9&marketplace=FLIPKART&srno=b_11_403&otracker=browse&fm=organic&iid=b15a4d19-0fe1-44d6-8303-e75d7b23a0df.VSLEQP4VRGZW5HGU.SEARCH&ssid=t77yhj6jwg0000001591295129358,Flipkart
Salz & Aroma Fenugreek Seeds/ Methi Dana,Salz,192.0,29.0,274.0,4.4,17,https://www.flipkart.com/salz-aroma-fenugreek-seeds-methi-dana/p/itmfgzqzqs6fw7az?pid=SCMFGZFWVBTVB6MF&lid=LSTSCMFGZFWVBTVB6MF9SJWKU&marketplace=FLIPKART&srno=b_11_405&otracker=browse&fm=organic&iid=b15a4d19-0fe1-44d6-8303-e75d7b23a0df.SCMFGZFWVBTVB6MF.SEARCH&ssid=t77yhj6jwg0000001591295129358,Flipkart
24 nature PREMIUM CASHEW EXPORT QUALITY Cashews,24,349.0,65.0,999.0,4.3,62,https://www.flipkart.com/24-nature-premium-cashew-export-quality-cashews/p/itm3d32c57adbbcb?pid=NDFFHZ9HZWBZGAAQ&lid=LSTNDFFHZ9HZWBZGAAQMAYKYP&marketplace=FLIPKART&srno=b_11_406&otracker=browse&fm=organic&iid=b15a4d19-0fe1-44d6-8303-e75d7b23a0df.NDFFHZ9HZWBZGAAQ.SEARCH&ssid=t77yhj6jwg0000001591295129358,Flipkart
Karachi Bakery Double Delight Cashew and Fruit Biscuit,Karachi,184.0,3.0,190.0,4.2,1990,https://www.flipkart.com/karachi-bakery-double-delight-cashew-fruit-biscuit/p/itmewaz8avg5adrh?pid=CKBEW8QS5SFVBZ54&lid=LSTCKBEW8QS5SFVBZ54X7JX4H&marketplace=FLIPKART&srno=b_11_407&otracker=browse&fm=organic&iid=b15a4d19-0fe1-44d6-8303-e75d7b23a0df.CKBEW8QS5SFVBZ54.SEARCH&ssid=t77yhj6jwg0000001591295129358,Flipkart
Nutty Gritties Premium Kalmi Dry Dates,Nutty,399.0,11.0,450.0,4.2,682,https://www.flipkart.com/nutty-gritties-premium-kalmi-dry-dates/p/itmfc5133912b029?pid=NDFFJY4HB5EEV3VS&lid=LSTNDFFJY4HB5EEV3VSBGGRHJ&marketplace=FLIPKART&srno=b_11_408&otracker=browse&fm=organic&iid=b15a4d19-0fe1-44d6-8303-e75d7b23a0df.NDFFJY4HB5EEV3VS.SEARCH&ssid=t77yhj6jwg0000001591295129358,Flipkart
Pintola Hazelnut cocoa spread(No Palm Oil) 1 kg,Pintola,849.0,5.0,899.0,4.5,168,https://www.flipkart.com/pintola-hazelnut-cocoa-spread-no-palm-oil-1-kg/p/itmf89b6txchmnjh?pid=JASF896ZE2ZZ7QSV&lid=LSTJASF896ZE2ZZ7QSVLBTLYN&marketplace=FLIPKART&srno=b_11_409&otracker=browse&fm=organic&iid=b15a4d19-0fe1-44d6-8303-e75d7b23a0df.JASF896ZE2ZZ7QSV.SEARCH&ssid=t77yhj6jwg0000001591295129358,Flipkart
Bliss of Earth 600GM USDA Organic Black Mustard Seeds F...,Bliss,220.0,16.0,265.0,0.0,0,https://www.flipkart.com/bliss-earth-600gm-usda-organic-black-mustard-seeds-cooking-kali-sarson/p/itm73258c5d1959d?pid=SCMFRUM3THSZHHPD&lid=LSTSCMFRUM3THSZHHPD3E6EAP&marketplace=FLIPKART&srno=b_11_411&otracker=browse&fm=organic&iid=b15a4d19-0fe1-44d6-8303-e75d7b23a0df.SCMFRUM3THSZHHPD.SEARCH&ssid=t77yhj6jwg0000001591295129358,Flipkart
AS-IT-IS Nutrition Peanut Butter Crunchy (Natural & Uns...,AS-IT-IS,369.0,26.0,499.0,4.3,4558,https://www.flipkart.com/as-it-is-nutrition-peanut-butter-crunchy-natural-unsweetened-1-kg/p/itmfeseqh23awhx6?pid=JASFERHJAPDNDFYJ&lid=LSTJASFERHJAPDNDFYJLHU0PC&marketplace=FLIPKART&srno=b_11_413&otracker=browse&fm=organic&iid=b15a4d19-0fe1-44d6-8303-e75d7b23a0df.JASFERHJAPDNDFYJ.SEARCH&ssid=t77yhj6jwg0000001591295129358,Flipkart
Natures Velvet Lifecare Xanthan Gum Powder Thickening a...,Natures,482.0,51.0,1000.0,4.8,9,https://www.flipkart.com/natures-velvet-lifecare-xanthan-gum-powder-thickening-agent-500gms-pack-1/p/itmfbwjg46mfgm8q?pid=SCMFBTYDWNSQYZTA&lid=LSTSCMFBTYDWNSQYZTAC0FP6A&marketplace=FLIPKART&srno=b_11_415&otracker=browse&fm=organic&iid=b15a4d19-0fe1-44d6-8303-e75d7b23a0df.SCMFBTYDWNSQYZTA.SEARCH&ssid=t77yhj6jwg0000001591295129358,Flipkart
Healthkart Slim Shake Chocolate,Healthkart,575.0,50.0,1150.0,4.0,2243,https://www.flipkart.com/healthkart-slim-shake-chocolate/p/itmepc22qey4hx9y?pid=VSLEPC22JFDVHDEP&lid=LSTVSLEPC22JFDVHDEPCFW7UG&marketplace=FLIPKART&srno=b_11_417&otracker=browse&fm=organic&iid=b15a4d19-0fe1-44d6-8303-e75d7b23a0df.VSLEPC22JFDVHDEP.SEARCH&ssid=t77yhj6jwg0000001591295129358,Flipkart
Tang Mosambi Instant Drink Mix,Tang,260.0,3.0,270.0,4.3,627,https://www.flipkart.com/tang-mosambi-instant-drink-mix/p/itmfcusgbf4sssse?pid=CNCFD7WFUZHSTYAD&lid=LSTCNCFD7WFUZHSTYADLLNE6V&marketplace=FLIPKART&srno=b_11_419&otracker=browse&fm=organic&iid=b15a4d19-0fe1-44d6-8303-e75d7b23a0df.CNCFD7WFUZHSTYAD.SEARCH&ssid=t77yhj6jwg0000001591295129358,Flipkart
Salz & Aroma Nigella Seeds/Kalonji Beej 150 Gram,Salz,257.0,29.0,367.0,5.0,6,https://www.flipkart.com/salz-aroma-nigella-seeds-kalonji-beej-150-gram/p/itmfe2fpwzpaypkn?pid=SCMFEYEG75ZJGJV5&lid=LSTSCMFEYEG75ZJGJV5N3EOZJ&marketplace=FLIPKART&srno=b_11_421&otracker=browse&fm=organic&iid=b15a4d19-0fe1-44d6-8303-e75d7b23a0df.SCMFEYEG75ZJGJV5.SEARCH&ssid=t77yhj6jwg0000001591295129358,Flipkart
"Vega Rica Non-Alcoholic White Wine,1 L",Vega,599.0,33.0,899.0,5.0,4,https://www.flipkart.com/vega-rica-non-alcoholic-white-wine-1-l/p/itm6c248e70adad2?pid=DAJFZ3ZAFNAMBQUH&lid=LSTDAJFZ3ZAFNAMBQUHJM7CQD&marketplace=FLIPKART&srno=b_11_422&otracker=browse&fm=organic&iid=b15a4d19-0fe1-44d6-8303-e75d7b23a0df.DAJFZ3ZAFNAMBQUH.SEARCH&ssid=t77yhj6jwg0000001591295129358,Flipkart
Eighty7 California Almonds(250g) and Cashews(250g) Asso...,Eighty7,624.0,28.0,874.0,4.2,332,https://www.flipkart.com/eighty7-california-almonds-250g-cashews-250g-assorted-nuts/p/itmfcd7cgz2bq4xz?pid=NDFFC8FF9RH4AER8&lid=LSTNDFFC8FF9RH4AER8YAMX2G&marketplace=FLIPKART&srno=b_11_423&otracker=browse&fm=organic&iid=b15a4d19-0fe1-44d6-8303-e75d7b23a0df.NDFFC8FF9RH4AER8.SEARCH&ssid=t77yhj6jwg0000001591295129358,Flipkart
Veg E Wagon Hexagon Salty And Spicy Biscuits,Veg,328.0,34.0,499.0,3.8,6,https://www.flipkart.com/veg-e-wagon-hexagon-salty-spicy-biscuits/p/itme342c60835f7f?pid=CKBFZX5HVXYZVZKU&lid=LSTCKBFZX5HVXYZVZKUAAXOKT&marketplace=FLIPKART&srno=b_11_425&otracker=browse&fm=organic&iid=b15a4d19-0fe1-44d6-8303-e75d7b23a0df.CKBFZX5HVXYZVZKU.SEARCH&ssid=t77yhj6jwg0000001591295129358,Flipkart
NutroActive Himalayan Pink Salt Rock Salt Fine Grain (0...,NutroActive,449.0,55.0,999.0,4.7,9,https://www.flipkart.com/nutroactive-himalayan-pink-salt-rock-fine-grain-0-5-1-mm-jumbo-pack-1-25-kg/p/itm5db3d544a1f22?pid=SATFPFVE48DU8JAU&lid=LSTSATFPFVE48DU8JAUFMJVWF&marketplace=FLIPKART&srno=b_11_426&otracker=browse&fm=organic&iid=b15a4d19-0fe1-44d6-8303-e75d7b23a0df.SATFPFVE48DU8JAU.SEARCH&ssid=t77yhj6jwg0000001591295129358,Flipkart
Veg E Wagon Haldi (Turmeric) Whole 1000 gm,Veg,288.0,5.0,306.0,4.3,15,https://www.flipkart.com/veg-e-wagon-haldi-turmeric-whole-1000-gm/p/itmfynqvbhchj8fp?pid=SCMFYNKYEJDFCYSC&lid=LSTSCMFYNKYEJDFCYSC6RIDNO&marketplace=FLIPKART&srno=b_11_427&otracker=browse&fm=organic&iid=b15a4d19-0fe1-44d6-8303-e75d7b23a0df.SCMFYNKYEJDFCYSC.SEARCH&ssid=t77yhj6jwg0000001591295129358,Flipkart
Nescafe Classic Pure Soluble Coffee - 200g Instant Coff...,Nescafe,745.0,6.0,799.0,4.4,54,https://www.flipkart.com/nescafe-classic-pure-soluble-coffee-200g-instant/p/itmf554ftwucrba8?pid=CFEF54XGTWTUXSYY&lid=LSTCFEF54XGTWTUXSYYCJDCUN&marketplace=FLIPKART&srno=b_11_429&otracker=browse&fm=organic&iid=b15a4d19-0fe1-44d6-8303-e75d7b23a0df.CFEF54XGTWTUXSYY.SEARCH&ssid=t77yhj6jwg0000001591295129358,Flipkart
MuscleBlaze Beginner's (with Shaker) Whey Protein,MuscleBlaze,1099.0,35.0,1699.0,4.2,2205,https://www.flipkart.com/muscleblaze-beginner-s-with-shaker-whey-protein/p/itmf9fa25sgz9vxz?pid=PSLF9F6BATAHUPPU&lid=LSTPSLF9F6BATAHUPPUNNSK3W&marketplace=FLIPKART&srno=b_11_431&otracker=browse&fm=organic&iid=b15a4d19-0fe1-44d6-8303-e75d7b23a0df.PSLF9F6BATAHUPPU.SEARCH&ssid=t77yhj6jwg0000001591295129358,Flipkart
Bliss of Earth 250GM High Curcumin Lakadong Turmeric Po...,Bliss,290.0,24.0,385.0,4.6,15,https://www.flipkart.com/bliss-earth-250gm-high-curcumin-lakadong-turmeric-powder-face-daily-cooking/p/itm4dd06846bbb43?pid=SCMFMCFUVSXHTTAD&lid=LSTSCMFMCFUVSXHTTADW0J1YG&marketplace=FLIPKART&srno=b_11_432&otracker=browse&fm=organic&iid=b15a4d19-0fe1-44d6-8303-e75d7b23a0df.SCMFMCFUVSXHTTAD.SEARCH&ssid=t77yhj6jwg0000001591295129358,Flipkart
"Old ELPaso Taco Seasoning Mix, 25% Less Sodium - 28g (1...",Old,399.0,33.0,599.0,0.0,0,https://www.flipkart.com/old-elpaso-taco-seasoning-mix-25-less-sodium-28g-1oz/p/itmf7jufzzjanhsc?pid=SCMF7GDSUDDBMNH6&lid=LSTSCMF7GDSUDDBMNH6BZRKMM&marketplace=FLIPKART&srno=b_11_433&otracker=browse&fm=organic&iid=b15a4d19-0fe1-44d6-8303-e75d7b23a0df.SCMF7GDSUDDBMNH6.SEARCH&ssid=t77yhj6jwg0000001591295129358,Flipkart
