Product_name,Brand,Discounted_Price,Discount,Original_Price,Ratings,Total_Ratings,Product_URL,Platform
Healthkart Apple Cider -Unflavored & Filtered Vinegar,Healthkart,259.0,38.0,420.0,4.1,354,https://www.flipkart.com/healthkart-apple-cider-unflavored-filtered-vinegar/p/itmevqhgeuy9brbp?pid=VNGEVQHGXWRH2AYF&lid=LSTVNGEVQHGXWRH2AYFECSXVR&marketplace=FLIPKART&srno=b_20_779&otracker=browse&fm=organic&iid=59c80431-1d4a-4f34-b6b5-ed1b6e3aa847.VNGEVQHGXWRH2AYF.SEARCH&ssid=l2gl54s8ps0000001591295250342,Flipkart
TGL Co. Morning Motivation Instant Coffee Powder Freeze...,TGL,485.0,10.0,539.0,4.3,73,https://www.flipkart.com/tgl-co-morning-motivation-instant-coffee-powder-freeze-dried-100-arabica-beans/p/itm146fc96105f45?pid=CFEFKMGS7NY46UHE&lid=LSTCFEFKMGS7NY46UHEMEML1B&marketplace=FLIPKART&srno=b_20_781&otracker=browse&fm=organic&iid=59c80431-1d4a-4f34-b6b5-ed1b6e3aa847.CFEFKMGS7NY46UHE.SEARCH&ssid=l2gl54s8ps0000001591295250342,Flipkart
Nutty Gritties Southern Pepper Cashews,Nutty,389.0,10.0,435.0,4.4,49,https://www.flipkart.com/nutty-gritties-southern-pepper-cashews/p/itm4bd5084d2cea9?pid=NDFFZED6S5FSRK6D&lid=LSTNDFFZED6S5FSRK6D422HJE&marketplace=FLIPKART&srno=b_20_782&otracker=browse&fm=organic&iid=59c80431-1d4a-4f34-b6b5-ed1b6e3aa847.NDFFZED6S5FSRK6D.SEARCH&ssid=l2gl54s8ps0000001591295250342,Flipkart
MuscleBlaze CreaPRO Creatine with Creapure Creatine (25...,MuscleBlaze,559.0,30.0,799.0,4.8,11,https://www.flipkart.com/muscleblaze-creapro-creatine-creapure-250-g-fruit-punch/p/itm6252fcb7fd676?pid=PSLFPDZGEENYZ6SV&lid=LSTPSLFPDZGEENYZ6SVUS65YS&marketplace=FLIPKART&srno=b_20_785&otracker=browse&fm=organic&iid=59c80431-1d4a-4f34-b6b5-ed1b6e3aa847.PSLFPDZGEENYZ6SV.SEARCH&ssid=l2gl54s8ps0000001591295250342,Flipkart
Eighty7 Cashews(200g) and Raisins(200g),Eighty7,382.0,24.0,504.0,4.2,65,https://www.flipkart.com/eighty7-cashews-200g-raisins-200g/p/itmfcd7cttfhvvhj?pid=NDFFC8FFHN63SQJ3&lid=LSTNDFFC8FFHN63SQJ3YJQGN5&marketplace=FLIPKART&srno=b_20_786&otracker=browse&fm=organic&iid=59c80431-1d4a-4f34-b6b5-ed1b6e3aa847.NDFFC8FFHN63SQJ3.SEARCH&ssid=l2gl54s8ps0000001591295250342,Flipkart
Soft Art Healthy Cranberries Exotic Cranberries,Soft,517.0,48.0,999.0,0.0,0,https://www.flipkart.com/soft-art-healthy-cranberries-exotic/p/itmb72fcd16b4f27?pid=NDFFMKQQZB7KZ352&lid=LSTNDFFMKQQZB7KZ3520DYOHC&marketplace=FLIPKART&srno=b_20_787&otracker=browse&fm=organic&iid=59c80431-1d4a-4f34-b6b5-ed1b6e3aa847.NDFFMKQQZB7KZ352.SEARCH&ssid=l2gl54s8ps0000001591295250342,Flipkart
D NATURE FRESH Heart Friendly Almonds,D,280.0,25.0,375.0,3.9,17,https://www.flipkart.com/d-nature-fresh-heart-friendly-almonds/p/itmfhqf6wtr6sscr?pid=NDFEAFRYAFYFZVCD&lid=LSTNDFEAFRYAFYFZVCD7SDX8V&marketplace=FLIPKART&srno=b_20_788&otracker=browse&fm=organic&iid=59c80431-1d4a-4f34-b6b5-ed1b6e3aa847.NDFEAFRYAFYFZVCD.SEARCH&ssid=l2gl54s8ps0000001591295250342,Flipkart
Veg E Wagon Yellow Kishmish (Raisins) Regular 500 gm Ra...,Veg,358.0,20.0,450.0,4.4,95,https://www.flipkart.com/veg-e-wagon-yellow-kishmish-raisins-regular-500-gm-raisins/p/itmf9pjbkrbyy8ne?pid=NDFF9PBT8HZTRPJ5&lid=LSTNDFF9PBT8HZTRPJ5KUH7IB&marketplace=FLIPKART&srno=b_20_789&otracker=browse&fm=organic&iid=59c80431-1d4a-4f34-b6b5-ed1b6e3aa847.NDFF9PBT8HZTRPJ5.SEARCH&ssid=l2gl54s8ps0000001591295250342,Flipkart
Soft Art 100% Natural Premium Extra Large Whithout Shel...,Soft,477.0,52.0,998.0,0.0,0,https://www.flipkart.com/soft-art-100-natural-premium-extra-large-whithout-shell-pista-pistachios/p/itmfcyf7qhdqk4uy?pid=NDFFCUVKFRJ6NKDA&lid=LSTNDFFCUVKFRJ6NKDAIAIWQI&marketplace=FLIPKART&srno=b_20_791&otracker=browse&fm=organic&iid=59c80431-1d4a-4f34-b6b5-ed1b6e3aa847.NDFFCUVKFRJ6NKDA.SEARCH&ssid=l2gl54s8ps0000001591295250342,Flipkart
MuscleBlaze Mass Gainer XXL Weight Gainers/Mass Gainers,MuscleBlaze,874.0,30.0,1249.0,3.9,23429,https://www.flipkart.com/muscleblaze-mass-gainer-xxl-weight-gainers-mass-gainers/p/itmegzcgrcwwghfu?pid=PSLEGZCGGHHQJ4VX&lid=LSTPSLEGZCGGHHQJ4VXTOJQJE&marketplace=FLIPKART&srno=b_20_792&otracker=browse&fm=organic&iid=59c80431-1d4a-4f34-b6b5-ed1b6e3aa847.PSLEGZCGGHHQJ4VX.SEARCH&ssid=l2gl54s8ps0000001591295250342,Flipkart
Veg E Wagon Green Kishmish (Raisins) Regular 500 gm Rai...,Veg,368.0,18.0,450.0,4.0,15,https://www.flipkart.com/veg-e-wagon-green-kishmish-raisins-regular-500-gm-raisins/p/itmf9pgvgvyhwvyb?pid=NDFF9PDAHBNFHDGQ&lid=LSTNDFF9PDAHBNFHDGQQRR4AA&marketplace=FLIPKART&srno=b_20_793&otracker=browse&fm=organic&iid=59c80431-1d4a-4f34-b6b5-ed1b6e3aa847.NDFF9PDAHBNFHDGQ.SEARCH&ssid=l2gl54s8ps0000001591295250342,Flipkart
Optimum Nutrition Amino Energy BCAA,Optimum,1822.0,24.0,2429.0,4.3,3044,https://www.flipkart.com/optimum-nutrition-amino-energy-bcaa/p/itmf97jevgkdhejf?pid=PSLEAVTNRFPGAF5Z&lid=LSTPSLEAVTNRFPGAF5ZVHZBBL&marketplace=FLIPKART&srno=b_20_795&otracker=browse&fm=organic&iid=59c80431-1d4a-4f34-b6b5-ed1b6e3aa847.PSLEAVTNRFPGAF5Z.SEARCH&ssid=l2gl54s8ps0000001591295250342,Flipkart
AMBROSIA PREMIUM CALIFORNIA ALMONDS 1 Kg Almonds,AMBROSIA,979.0,24.0,1300.0,4.3,60,https://www.flipkart.com/ambrosia-premium-california-almonds-1-kg/p/itmfc75mzzyncgbw?pid=NDFFC6JXRHTCSQFJ&lid=LSTNDFFC6JXRHTCSQFJWBAX0L&marketplace=FLIPKART&srno=b_20_796&otracker=browse&fm=organic&iid=59c80431-1d4a-4f34-b6b5-ed1b6e3aa847.NDFFC6JXRHTCSQFJ.SEARCH&ssid=l2gl54s8ps0000001591295250342,Flipkart
Yuvika Indrayan Phal Powder | Tumma Powder - Citrullus ...,Yuvika,149.0,50.0,299.0,5.0,4,https://www.flipkart.com/yuvika-indrayan-phal-powder-tumma-citrullus-colocythis/p/itm723e892507f98?pid=SCMFJK6CQJ6WXGHM&lid=LSTSCMFJK6CQJ6WXGHMLVNHZ3&marketplace=FLIPKART&srno=b_20_797&otracker=browse&fm=organic&iid=59c80431-1d4a-4f34-b6b5-ed1b6e3aa847.SCMFJK6CQJ6WXGHM.SEARCH&ssid=l2gl54s8ps0000001591295250342,Flipkart
"AS-IT-IS Nutrition L-Glutamine 500mg, 60 Capsules| Musc...",AS-IT-IS,398.0,21.0,510.0,4.5,55,https://www.flipkart.com/as-it-is-nutrition-l-glutamine-500mg-60-capsules-muscle-recovery-zero-fillers-lab-tested-glutamine/p/itmb5de755b2ece1?pid=PSLFMUZFHFYHXDYN&lid=LSTPSLFMUZFHFYHXDYNHDEIBX&marketplace=FLIPKART&srno=b_20_798&otracker=browse&fm=organic&iid=59c80431-1d4a-4f34-b6b5-ed1b6e3aa847.PSLFMUZFHFYHXDYN.SEARCH&ssid=l2gl54s8ps0000001591295250342,Flipkart
D NATURE FRESH Raw Cashews 250g (Box) Cashews,D,345.0,23.0,450.0,4.9,8,https://www.flipkart.com/d-nature-fresh-raw-cashews-250g-box/p/itm0498286facccc?pid=NDFFKQA7QCZMF59B&lid=LSTNDFFKQA7QCZMF59BHLGYY6&marketplace=FLIPKART&srno=b_20_799&otracker=browse&fm=organic&iid=59c80431-1d4a-4f34-b6b5-ed1b6e3aa847.NDFFKQA7QCZMF59B.SEARCH&ssid=l2gl54s8ps0000001591295250342,Flipkart
Nutty Desires Cashews 250 g (Premium whole Kaju) Cashew...,Nutty,499.0,28.0,700.0,0.0,0,https://www.flipkart.com/nutty-desires-cashews-250-g-premium-whole-kaju/p/itm6b5f402a0ae7b?pid=NDFFGMXUYZRGEQB4&lid=LSTNDFFGMXUYZRGEQB48CGOFE&marketplace=FLIPKART&srno=b_21_801&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.NDFFGMXUYZRGEQB4.SEARCH&ssid=bm45gnb7f40000001591295285269,Flipkart
Pureway Organic Turmeric Powder,Pureway,249.0,37.0,399.0,4.3,55,https://www.flipkart.com/pureway-organic-turmeric-powder/p/itmf6u3cg6nzvzvc?pid=SCMF6TX67DNAVKTZ&lid=LSTSCMF6TX67DNAVKTZ9OSKJR&marketplace=FLIPKART&srno=b_21_802&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.SCMF6TX67DNAVKTZ.SEARCH&ssid=bm45gnb7f40000001591295285269,Flipkart
Labrada Whey Protein,Labrada Whey,1890.0,36.0,2999.0,4.1,728,https://www.flipkart.com/labrada-whey-protein/p/itmfavmfwqpty5u8?pid=PSLFAVMEJ7JZN6NK&lid=LSTPSLFAVMEJ7JZN6NKM7BZAN&marketplace=FLIPKART&srno=b_21_803&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.PSLFAVMEJ7JZN6NK.SEARCH&ssid=bm45gnb7f40000001591295285269,Flipkart
Nescafe GOLD Blend Crafted With Arabica Ground 10 time ...,Nescafe,945.0,27.0,1299.0,0.0,0,https://www.flipkart.com/nescafe-gold-blend-crafted-arabica-ground-10-time-finer-strength-instant-coffee/p/itmba01facda3f4a?pid=CFEFPS43HDWAPUPX&lid=LSTCFEFPS43HDWAPUPXN0VC1X&marketplace=FLIPKART&srno=b_21_805&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.CFEFPS43HDWAPUPX.SEARCH&ssid=bm45gnb7f40000001591295285269,Flipkart
Midiron Himalayan Black Salt Powder (Kala Namak ) Black...,Midiron,149.0,25.0,199.0,0.0,0,https://www.flipkart.com/midiron-himalayan-black-salt-powder-kala-namak/p/itmb100b378dc078?pid=SATFSACRGZ99ZZZG&lid=LSTSATFSACRGZ99ZZZGSTLZKH&marketplace=FLIPKART&srno=b_21_806&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.SATFSACRGZ99ZZZG.SEARCH&ssid=bm45gnb7f40000001591295285269,Flipkart
Soft Art Celebrations Kajoor Exotic Vaccum Pack Dates,Soft,437.0,52.0,913.0,0.0,0,https://www.flipkart.com/soft-art-celebrations-kajoor-exotic-vaccum-pack-dates/p/itmaaa140329001c?pid=NDFFZ8TPAYBHHUGF&lid=LSTNDFFZ8TPAYBHHUGFHQOLYE&marketplace=FLIPKART&srno=b_21_807&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.NDFFZ8TPAYBHHUGF.SEARCH&ssid=bm45gnb7f40000001591295285269,Flipkart
Isopure Low Carb Whey Protein,Isopure,10919.0,19.0,13549.0,4.2,758,https://www.flipkart.com/isopure-low-carb-whey-protein/p/itmef7nfkmzwxrxm?pid=PSLEF7NF6AHHXHF2&lid=LSTPSLEF7NF6AHHXHF2IOIOLK&marketplace=FLIPKART&srno=b_21_808&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.PSLEF7NF6AHHXHF2.SEARCH&ssid=bm45gnb7f40000001591295285269,Flipkart
Heilen Biopharm Premium Peruvian Organic Black Maca Roo...,Heilen,1824.0,20.0,2299.0,4.1,12,https://www.flipkart.com/heilen-biopharm-premium-peruvian-organic-black-maca-root-powder/p/itmfdmbyhajdc24c?pid=VSLFD3QG7GDFUBGV&lid=LSTVSLFD3QG7GDFUBGVO8AAYY&marketplace=FLIPKART&srno=b_21_811&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.VSLFD3QG7GDFUBGV.SEARCH&ssid=bm45gnb7f40000001591295285269,Flipkart
kaykon Kashmiri Kishmish Pure Green Raisin - 2 KG Raisi...,kaykon,1599.0,19.0,1998.0,0.0,0,https://www.flipkart.com/kaykon-kashmiri-kishmish-pure-green-raisin-2-kg-raisins/p/itmfctyrcqrmvcy5?pid=NDFFCQ9RYERKUFER&lid=LSTNDFFCQ9RYERKUFERZSID1B&marketplace=FLIPKART&srno=b_21_812&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.NDFFCQ9RYERKUFER.SEARCH&ssid=bm45gnb7f40000001591295285269,Flipkart
Zenith Nutrition Zinc Gluconate 30mg – 120 Nos,Zenith,593.0,21.0,760.0,4.1,82,https://www.flipkart.com/zenith-nutrition-zinc-gluconate-30mg-120-nos/p/itmf3mcdzxeesw3f?pid=VSLEW7V9SFHYS4TK&lid=LSTVSLEW7V9SFHYS4TKJKALKR&marketplace=FLIPKART&srno=b_21_813&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.VSLEW7V9SFHYS4TK.SEARCH&ssid=bm45gnb7f40000001591295285269,Flipkart
Vitro Certified Organic Jamun Juice,Vitro,273.0,0.0,275.0,4.3,92,https://www.flipkart.com/vitro-certified-organic-jamun-juice/p/itm3f9f6deb2e6e1?pid=DAJFMSBVKRMFHFFB&lid=LSTDAJFMSBVKRMFHFFB8LKCYO&marketplace=FLIPKART&srno=b_21_815&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.DAJFMSBVKRMFHFFB.SEARCH&ssid=bm45gnb7f40000001591295285269,Flipkart
Soft Art 100% Natural Premium Nuts and Mixed Dry Fruit ...,Soft,787.0,48.0,1526.0,0.0,0,https://www.flipkart.com/soft-art-100-natural-premium-nuts-mixed-dry-fruit-250-grams-cashew-kaju-125-almonds-badaam-gram/p/itmfehtjy5knazaz?pid=NDFFEFG5YGRQ4JGD&lid=LSTNDFFEFG5YGRQ4JGDJRKIK6&marketplace=FLIPKART&srno=b_21_816&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.NDFFEFG5YGRQ4JGD.SEARCH&ssid=bm45gnb7f40000001591295285269,Flipkart
Naturewell Combo Pack of Chia Seed and Basil Seed (Raw ...,Naturewell,249.0,50.0,498.0,4.5,23,https://www.flipkart.com/naturewell-combo-pack-chia-seed-basil-raw-seeds-100-gram-each/p/itmee7ffdd6827da?pid=EDSFPYHNR7HPG6C7&lid=LSTEDSFPYHNR7HPG6C7YOHRTB&marketplace=FLIPKART&srno=b_21_817&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.EDSFPYHNR7HPG6C7.SEARCH&ssid=bm45gnb7f40000001591295285269,Flipkart
Bliss of Earth 600GM Certified Organic Flax Seeds Raw S...,Bliss,225.0,15.0,265.0,4.8,5,https://www.flipkart.com/bliss-earth-600gm-certified-organic-flax-seeds-raw-superfood-weight-loss/p/itmcdfba3409ff44?pid=EDSFR9HTFPRP45JM&lid=LSTEDSFR9HTFPRP45JM75BB6C&marketplace=FLIPKART&srno=b_21_818&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.EDSFR9HTFPRP45JM.SEARCH&ssid=bm45gnb7f40000001591295285269,Flipkart
TGL Co. Luxury Coffee Morning Motivation Instant Coffee...,TGL,485.0,10.0,539.0,4.5,21,https://www.flipkart.com/tgl-co-luxury-coffee-morning-motivation-instant-100-gm-makes-great-iced/p/itmfay666ekzbfdj?pid=CFEF9ZHGHFAEGE8Z&lid=LSTCFEF9ZHGHFAEGE8ZKF9F6K&marketplace=FLIPKART&srno=b_21_819&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.CFEF9ZHGHFAEGE8Z.SEARCH&ssid=bm45gnb7f40000001591295285269,Flipkart
"Midiron Pumpkin Seeds (350 gm), Rich in Zinc & Powerhou...",Midiron,359.0,20.0,449.0,4.6,8,https://www.flipkart.com/midiron-pumpkin-seeds-350-gm-rich-zinc-powerhouse-nutrients/p/itmfe7618ef4d61b?pid=EDSFZRG3HTXWDJHF&lid=LSTEDSFZRG3HTXWDJHF1WFEXV&marketplace=FLIPKART&srno=b_21_821&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.EDSFZRG3HTXWDJHF.SEARCH&ssid=bm45gnb7f40000001591295285269,Flipkart
True Elements Antioxidant Mix Seeds - Roasted Sunflower...,True,119.0,0.0,120.0,4.3,1411,https://www.flipkart.com/true-elements-antioxidant-mix-seeds-roasted-sunflower-pumpkin-flax-watermelon-chia-goji-berries/p/itm082acd8387ac3?pid=EDSFF6XU6NC3Z8ZC&lid=LSTEDSFF6XU6NC3Z8ZC94P4HU&marketplace=FLIPKART&srno=b_21_822&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.EDSFF6XU6NC3Z8ZC.SEARCH&ssid=bm45gnb7f40000001591295285269,Flipkart
Bliss of Earth 2X250 GM High Curcumin Lakadong Turmeric...,Bliss,490.0,36.0,770.0,4.6,15,https://www.flipkart.com/bliss-earth-2x250-gm-high-curcumin-lakadong-turmeric-powder-face-daily-cooking/p/itma1af86ee94fe9?pid=SCMFMCFUYHNFHZD5&lid=LSTSCMFMCFUYHNFHZD5FF1QSM&marketplace=FLIPKART&srno=b_21_825&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.SCMFMCFUYHNFHZD5.SEARCH&ssid=bm45gnb7f40000001591295285269,Flipkart
Soft Art Roasted & Salted Badam Almonds,Soft,382.0,52.0,799.0,0.0,0,https://www.flipkart.com/soft-art-roasted-salted-badam-almonds/p/itm8dda95f678bec?pid=NDFFMKZBTYTUFRCB&lid=LSTNDFFMKZBTYTUFRCBRBVGSD&marketplace=FLIPKART&srno=b_21_826&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.NDFFMKZBTYTUFRCB.SEARCH&ssid=bm45gnb7f40000001591295285269,Flipkart
Nutty Desires Cashews 1000 g (Premium whole Kaju) Cashe...,Nutty,1399.0,44.0,2500.0,4.2,15,https://www.flipkart.com/nutty-desires-cashews-1000-g-premium-whole-kaju/p/itmcd2a614f760d8?pid=NDFFGMEE7CPRX2WG&lid=LSTNDFFGMEE7CPRX2WG8HZL9V&marketplace=FLIPKART&srno=b_21_827&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.NDFFGMEE7CPRX2WG.SEARCH&ssid=bm45gnb7f40000001591295285269,Flipkart
CARBAMIDE FORTE Prenatal Multivitamin for Pregnancy-60 ...,CARBAMIDE,999.0,28.0,1400.0,4.6,35,https://www.flipkart.com/carbamide-forte-prenatal-multivitamin-pregnancy-60-softgels/p/itm1295271b6371b?pid=VSLFKMUCMZRTEKPR&lid=LSTVSLFKMUCMZRTEKPRTU2UYK&marketplace=FLIPKART&srno=b_21_829&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.VSLFKMUCMZRTEKPR.SEARCH&ssid=bm45gnb7f40000001591295285269,Flipkart
E Food Factory Baking Soda Baking Soda Solid,E,199.0,33.0,299.0,4.7,3,https://www.flipkart.com/e-food-factory-baking-soda-solid/p/itm6d216aafb5bda?pid=BKIFP777B4GFCSZM&lid=LSTBKIFP777B4GFCSZMG4FOGH&marketplace=FLIPKART&srno=b_21_831&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.BKIFP777B4GFCSZM.SEARCH&ssid=bm45gnb7f40000001591295285269,Flipkart
Muscletech Performance Series Nitrotech Whey Protein,Muscletech,2165.0,39.0,3600.0,4.1,918,https://www.flipkart.com/muscletech-performance-series-nitrotech-whey-protein/p/itmeyrq7z9dp7c6z?pid=PSLEYRQ7TJ4G3VTW&lid=LSTPSLEYRQ7TJ4G3VTW3UK4OA&marketplace=FLIPKART&srno=b_21_832&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.PSLEYRQ7TJ4G3VTW.SEARCH&ssid=bm45gnb7f40000001591295285269,Flipkart
Muscletech Performance Series Nitrotech 100% Whey Gold ...,Muscletech,6314.0,42.0,10900.0,4.3,867,https://www.flipkart.com/muscletech-performance-series-nitrotech-100-whey-gold-protein/p/itmf3kctahzf9j2g?pid=PSLEZ9ZAFCJWGDGH&lid=LSTPSLEZ9ZAFCJWGDGH1VDHCF&marketplace=FLIPKART&srno=b_21_835&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.PSLEZ9ZAFCJWGDGH.SEARCH&ssid=bm45gnb7f40000001591295285269,Flipkart
"Salz & Aroma Red Chilly Flakes Sprinkler, 55 Grams",Salz,200.0,25.0,267.0,4.4,5,https://www.flipkart.com/salz-aroma-red-chilly-flakes-sprinkler-55-grams/p/itmbe3d4ef1654c2?pid=HASFGAB22ET6EZFA&lid=LSTHASFGAB22ET6EZFA0DR6GK&marketplace=FLIPKART&srno=b_21_836&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.HASFGAB22ET6EZFA.SEARCH&ssid=bm45gnb7f40000001591295285269,Flipkart
Soft Art 100% Natural Premium Nuts and Dry Fruit Munakk...,Soft,487.0,61.0,1278.0,0.0,0,https://www.flipkart.com/soft-art-100-natural-premium-nuts-dry-fruit-munakka-750-grams-raisins/p/itmfd2tcqxfrgfjh?pid=NDFFDF5US2MWP828&lid=LSTNDFFDF5US2MWP828HRJPSJ&marketplace=FLIPKART&srno=b_21_837&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.NDFFDF5US2MWP828.SEARCH&ssid=bm45gnb7f40000001591295285269,Flipkart
BSN Syntha - 6 Protein Blends,BSN,4574.0,25.0,6099.0,4.2,418,https://www.flipkart.com/bsn-syntha-6-protein-blends/p/itmehjrsm7cemnrn?pid=PSLEHJRSGAMZHVAU&lid=LSTPSLEHJRSGAMZHVAUIUUGHR&marketplace=FLIPKART&srno=b_21_838&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.PSLEHJRSGAMZHVAU.SEARCH&ssid=bm45gnb7f40000001591295285269,Flipkart
TrueBasics Advanced Calcium,TrueBasics Advanced,309.0,31.0,449.0,4.4,182,https://www.flipkart.com/truebasics-advanced-calcium/p/itmffucyfufzxbm5?pid=VSLFHNZT8FEZ2TWR&lid=LSTVSLFHNZT8FEZ2TWRM3J35G&marketplace=FLIPKART&srno=b_21_839&otracker=browse&fm=organic&iid=354395de-5cce-46a9-9d48-6e4cedcd1e85.VSLFHNZT8FEZ2TWR.SEARCH&ssid=bm45gnb7f40000001591295285269,Flipkart
GNC Herbal Plus Triple Ginseng Root (Vegetarian) Enhanc...,GNC,2099.0,32.0,3099.0,4.3,50,https://www.flipkart.com/gnc-herbal-plus-triple-ginseng-root-vegetarian-enhances-men-s-vitality/p/itm6513f43a7104b?pid=VSLFEGPHGM4XBKHE&lid=LSTVSLFEGPHGM4XBKHEQ5LWZL&marketplace=FLIPKART&srno=b_22_841&otracker=browse&fm=organic&iid=2d6fb0d2-984d-485d-b0c2-575b9769afdb.VSLFEGPHGM4XBKHE.SEARCH&ssid=4go4pgqx1c0000001591295297629,Flipkart
FARMUP Yellow Soya Bean (Whole),FARMUP,240.0,4.0,250.0,4.1,277,https://www.flipkart.com/farmup-yellow-soya-bean-whole/p/itm7c77791457dd6?pid=PLSF6FMZTENNHFTB&lid=LSTPLSF6FMZTENNHFTBCGLS0Z&marketplace=FLIPKART&srno=b_22_843&otracker=browse&fm=organic&iid=2d6fb0d2-984d-485d-b0c2-575b9769afdb.PLSF6FMZTENNHFTB.SEARCH&ssid=4go4pgqx1c0000001591295297629,Flipkart
Yogabar Breakfast Protein Blueberry Bars -6 x 50 g,Yogabar,261.0,10.0,290.0,4.4,123,https://www.flipkart.com/yogabar-breakfast-protein-blueberry-bars-6-x-50-g/p/itmfcmh5dbznywv2?pid=CAFFCHVGH9EZRXY6&lid=LSTCAFFCHVGH9EZRXY6H4KUAM&marketplace=FLIPKART&srno=b_22_845&otracker=browse&fm=organic&iid=2d6fb0d2-984d-485d-b0c2-575b9769afdb.CAFFCHVGH9EZRXY6.SEARCH&ssid=4go4pgqx1c0000001591295297629,Flipkart
Herbalife Cell-U-Loss Health Supplment - 90 Tablets,Herbalife,990.0,28.0,1394.0,4.4,99,https://www.flipkart.com/herbalife-cell-u-loss-health-supplment-90-tablets/p/itmf9mfmwdctpyah?pid=VSLF9HRGCZKEFU8W&lid=LSTVSLF9HRGCZKEFU8WSDQV2Q&marketplace=FLIPKART&srno=b_22_846&otracker=browse&fm=organic&iid=2d6fb0d2-984d-485d-b0c2-575b9769afdb.VSLF9HRGCZKEFU8W.SEARCH&ssid=4go4pgqx1c0000001591295297629,Flipkart
"Nutracology Multivitamin for women with Vitamin, minera...",Nutracology,499.0,28.0,699.0,4.6,26,https://www.flipkart.com/nutracology-multivitamin-women-vitamin-minerals-antioxidants-60-tablets/p/itmde3fb068abafa?pid=VSLFZ56AJ37KCE3F&lid=LSTVSLFZ56AJ37KCE3FBOS6QD&marketplace=FLIPKART&srno=b_22_847&otracker=browse&fm=organic&iid=2d6fb0d2-984d-485d-b0c2-575b9769afdb.VSLFZ56AJ37KCE3F.SEARCH&ssid=4go4pgqx1c0000001591295297629,Flipkart
Maxirich Multivitamins and Minerals Softgel capsules,Maxirich,175.0,73.0,660.0,4.3,704,https://www.flipkart.com/maxirich-multivitamins-minerals-softgel-capsules/p/itmf8gp54g9rzfcf?pid=VSLF8GQBGAPZNZZM&lid=LSTVSLF8GQBGAPZNZZMMUWICR&marketplace=FLIPKART&srno=b_22_848&otracker=browse&fm=organic&iid=2d6fb0d2-984d-485d-b0c2-575b9769afdb.VSLF8GQBGAPZNZZM.SEARCH&ssid=4go4pgqx1c0000001591295297629,Flipkart
Midiron Mix Colourful Sugar Coated SAUNF| Colourful Fen...,Midiron,179.0,40.0,299.0,4.4,11,https://www.flipkart.com/midiron-mix-colourful-sugar-coated-saunf-fennel-seeds-150-gm-mouth-freshener/p/itmbe9fa966d83a7?pid=CMFFN6ZAFQHC5FUH&lid=LSTCMFFN6ZAFQHC5FUHHTMON4&marketplace=FLIPKART&srno=b_22_849&otracker=browse&fm=organic&iid=2d6fb0d2-984d-485d-b0c2-575b9769afdb.CMFFN6ZAFQHC5FUH.SEARCH&ssid=4go4pgqx1c0000001591295297629,Flipkart
