Product_name,Brand,Discounted_Price,Discount,Original_Price,Ratings,Total_Ratings,Product_URL,Platform
Tulsi California Premium Walnuts,Tulsi,345.0,13.0,400.0,4.4,553,https://www.flipkart.com/tulsi-california-premium-walnuts/p/itmfep59mqnkg8br?pid=NDFFEZ2YWGSZWSTM&lid=LSTNDFFEZ2YWGSZWSTM8UKOBV&marketplace=FLIPKART&srno=b_6_208&otracker=browse&fm=organic&iid=8d40261a-a86f-46e8-8447-b3c906b68df7.NDFFEZ2YWGSZWSTM.SEARCH&ssid=mlcj4mhd9s0000001591295023041,Flipkart
MYFITNESS Smooth Natural Peanut Butter Unsweetened 1000...,MYFITNESS,389.0,22.0,499.0,4.3,1509,https://www.flipkart.com/myfitness-smooth-natural-peanut-butter-unsweetened-1000-g/p/itmfc7hwgppzqdzd?pid=JASFC6GZR6CG2F85&lid=LSTJASFC6GZR6CG2F85BUMYMC&marketplace=FLIPKART&srno=b_6_209&otracker=browse&fm=organic&iid=8d40261a-a86f-46e8-8447-b3c906b68df7.JASFC6GZR6CG2F85.SEARCH&ssid=mlcj4mhd9s0000001591295023041,Flipkart
FARMUP White Kabuli Chana (Whole),FARMUP,1237.0,31.0,1800.0,4.0,4,https://www.flipkart.com/farmup-white-kabuli-chana-whole/p/itmfacjhzerkys74?pid=PLSFACGXCJUHYGGW&lid=LSTPLSFACGXCJUHYGGWB5OABN&marketplace=FLIPKART&srno=b_6_211&otracker=browse&fm=organic&iid=8d40261a-a86f-46e8-8447-b3c906b68df7.PLSFACGXCJUHYGGW.SEARCH&ssid=mlcj4mhd9s0000001591295023041,Flipkart
Happilo 100% Natural Premium Kashmiri Walnuts,Happilo,819.0,10.0,910.0,4.3,198,https://www.flipkart.com/happilo-100-natural-premium-kashmiri-walnuts/p/itmf8ykexqgnjfvr?pid=NDFF8YKEGVYANUND&lid=LSTNDFF8YKEGVYANUND6ASWP2&marketplace=FLIPKART&srno=b_6_212&otracker=browse&fm=organic&iid=8d40261a-a86f-46e8-8447-b3c906b68df7.NDFF8YKEGVYANUND.SEARCH&ssid=mlcj4mhd9s0000001591295023041,Flipkart
"Nutty Gritties Jumbo Roasted Pistachios, Lightly Salted...",Nutty,349.0,16.0,420.0,4.2,698,https://www.flipkart.com/nutty-gritties-jumbo-roasted-pistachios-lightly-salted-pistachios/p/itmf6rfrnzcjbgyz?pid=NDFF6ZBZPEN8DRDS&lid=LSTNDFF6ZBZPEN8DRDSSZFSZT&marketplace=FLIPKART&srno=b_6_213&otracker=browse&fm=organic&iid=8d40261a-a86f-46e8-8447-b3c906b68df7.NDFF6ZBZPEN8DRDS.SEARCH&ssid=mlcj4mhd9s0000001591295023041,Flipkart
"True Elements Gluten Free, Rich in Vitamin B, Regular Q...",True,449.0,30.0,650.0,4.5,196,https://www.flipkart.com/true-elements-gluten-free-rich-vitamin-b-regular-quinoa/p/itm8878dc5229ffc?pid=GNMERGYTXR8KHHXF&lid=LSTGNMERGYTXR8KHHXFVS0PQ1&marketplace=FLIPKART&srno=b_6_215&otracker=browse&fm=organic&iid=8d40261a-a86f-46e8-8447-b3c906b68df7.GNMERGYTXR8KHHXF.SEARCH&ssid=mlcj4mhd9s0000001591295023041,Flipkart
FARMUP Polished Red Masoor Dal (Split),FARMUP,300.0,24.0,399.0,4.3,26,https://www.flipkart.com/farmup-polished-red-masoor-dal-split/p/itmfbj7ktzzhfbbr?pid=PLSFBJ7KHZM3MTAH&lid=LSTPLSFBJ7KHZM3MTAHMFFHRR&marketplace=FLIPKART&srno=b_6_216&otracker=browse&fm=organic&iid=8d40261a-a86f-46e8-8447-b3c906b68df7.PLSFBJ7KHZM3MTAH.SEARCH&ssid=mlcj4mhd9s0000001591295023041,Flipkart
Go Premium Halves California Walnut Kernels(Vacuum Pack...,Go,389.0,31.0,565.0,4.2,189,https://www.flipkart.com/go-premium-halves-california-walnut-kernels-vacuum-packed-walnuts/p/itmd90e4558f3c83?pid=NDFFHFHTGCZ5ZPVK&lid=LSTNDFFHFHTGCZ5ZPVKEOGHBO&marketplace=FLIPKART&srno=b_6_217&otracker=browse&fm=organic&iid=8d40261a-a86f-46e8-8447-b3c906b68df7.NDFFHFHTGCZ5ZPVK.SEARCH&ssid=mlcj4mhd9s0000001591295023041,Flipkart
Sugar Free Gold 300 Pellets Sweetener,Sugar,176.0,2.0,180.0,4.6,59,https://www.flipkart.com/sugar-free-gold-300-pellets-sweetener/p/itmd6c204ac2439f?pid=ARSFZJHHCCR54VH2&lid=LSTARSFZJHHCCR54VH2CRHEVM&marketplace=FLIPKART&srno=b_6_221&otracker=browse&fm=organic&iid=8d40261a-a86f-46e8-8447-b3c906b68df7.ARSFZJHHCCR54VH2.SEARCH&ssid=mlcj4mhd9s0000001591295023041,Flipkart
FARMUP Combo,FARMUP Combo,560.0,20.0,700.0,4.9,15,https://www.flipkart.com/farmup-combo/p/itm89bbab9fb55c8?pid=PLSFKMR438HAQZN6&lid=LSTPLSFKMR438HAQZN62NA405&marketplace=FLIPKART&srno=b_6_222&otracker=browse&fm=organic&iid=8d40261a-a86f-46e8-8447-b3c906b68df7.PLSFKMR438HAQZN6.SEARCH&ssid=mlcj4mhd9s0000001591295023041,Flipkart
Protinex Mama,Protinex Mama,532.0,11.0,600.0,4.4,2730,https://www.flipkart.com/protinex-mama/p/itm8f9d0e6407c30?pid=PSLECHP9ZMFTYHBZ&lid=LSTPSLECHP9ZMFTYHBZAJJJSE&marketplace=FLIPKART&srno=b_6_223&otracker=browse&fm=organic&iid=8d40261a-a86f-46e8-8447-b3c906b68df7.PSLECHP9ZMFTYHBZ.SEARCH&ssid=mlcj4mhd9s0000001591295023041,Flipkart
Pintola Classic Peanut Butter--(Crunchy) 2.5 kg,Pintola,749.0,5.0,790.0,4.4,6931,https://www.flipkart.com/pintola-classic-peanut-butter-crunchy-2-5-kg/p/itmf5yv7fxegfhqp?pid=JASF2QMVKQTGPPQQ&lid=LSTJASF2QMVKQTGPPQQAPNYGG&marketplace=FLIPKART&srno=b_6_226&otracker=browse&fm=organic&iid=8d40261a-a86f-46e8-8447-b3c906b68df7.JASF2QMVKQTGPPQQ.SEARCH&ssid=mlcj4mhd9s0000001591295023041,Flipkart
Naturewell Unpolished Black Urad Dal (Split),Naturewell,199.0,33.0,299.0,4.3,8,https://www.flipkart.com/naturewell-unpolished-black-urad-dal-split/p/itm2e6afd7939b1c?pid=PLSFRC3JEDVK6GJZ&lid=LSTPLSFRC3JEDVK6GJZ1FCYNQ&marketplace=FLIPKART&srno=b_6_227&otracker=browse&fm=organic&iid=8d40261a-a86f-46e8-8447-b3c906b68df7.PLSFRC3JEDVK6GJZ.SEARCH&ssid=mlcj4mhd9s0000001591295023041,Flipkart
"Yogabar Variety Box - (Chocolate Brownie,Cranberry,Almo...",Yogabar,629.0,10.0,699.0,4.4,506,https://www.flipkart.com/yogabar-variety-box-chocolate-brownie-cranberry-almond-fudge-hazlenut-6-x-60g-protein-bars/p/itm2eb2088d7b1e7?pid=PSLFCMXKTT5ZPJZR&lid=LSTPSLFCMXKTT5ZPJZRRWQSIT&marketplace=FLIPKART&srno=b_6_228&otracker=browse&fm=organic&iid=8d40261a-a86f-46e8-8447-b3c906b68df7.PSLFCMXKTT5ZPJZR.SEARCH&ssid=mlcj4mhd9s0000001591295023041,Flipkart
FARMUP Corn Flour : 1 KG + Maida : 1 KG,FARMUP,460.0,34.0,700.0,0.0,0,https://www.flipkart.com/farmup-corn-flour-1-kg-maida/p/itm61b33ef2282ed?pid=FLRFKSG9GGFJYSV6&lid=LSTFLRFKSG9GGFJYSV6QEJCOE&marketplace=FLIPKART&srno=b_6_229&otracker=browse&fm=organic&iid=8d40261a-a86f-46e8-8447-b3c906b68df7.FLRFKSG9GGFJYSV6.SEARCH&ssid=mlcj4mhd9s0000001591295023041,Flipkart
FARMUP White Combo (Split),FARMUP,580.0,17.0,700.0,4.9,15,https://www.flipkart.com/farmup-white-combo-split/p/itmf5118dfc43b59?pid=PLSFKM2USYZGSXEK&lid=LSTPLSFKM2USYZGSXEKIAGLJP&marketplace=FLIPKART&srno=b_6_232&otracker=browse&fm=organic&iid=8d40261a-a86f-46e8-8447-b3c906b68df7.PLSFKM2USYZGSXEK.SEARCH&ssid=mlcj4mhd9s0000001591295023041,Flipkart
Dr. Biswas Good Health (Pack of 3),Dr.,329.0,52.0,696.0,4.1,3526,https://www.flipkart.com/dr-biswas-good-health-pack-3/p/itmfdt6swk5jhnhz?pid=VSLFDAJEJZSHEZJF&lid=LSTVSLFDAJEJZSHEZJFAK6V6N&marketplace=FLIPKART&srno=b_6_233&otracker=browse&fm=organic&iid=8d40261a-a86f-46e8-8447-b3c906b68df7.VSLFDAJEJZSHEZJF.SEARCH&ssid=mlcj4mhd9s0000001591295023041,Flipkart
Nescafe Ultimate Kit Instant Coffee,Nescafe,664.0,5.0,699.0,4.4,6072,https://www.flipkart.com/nescafe-ultimate-kit-instant-coffee/p/itmca41b0aac8740?pid=CFEFKFMWGZCFYXCY&lid=LSTCFEFKFMWGZCFYXCYVGMPCK&marketplace=FLIPKART&srno=b_6_235&otracker=browse&fm=organic&iid=8d40261a-a86f-46e8-8447-b3c906b68df7.CFEFKFMWGZCFYXCY.SEARCH&ssid=mlcj4mhd9s0000001591295023041,Flipkart
BIG MUSCLES Smart Gainer Weight Gainers/Mass Gainers,BIG,1237.0,10.0,1375.0,3.7,23,https://www.flipkart.com/big-muscles-smart-gainer-weight-gainers-mass-gainers/p/itmf97jeq8zm459z?pid=PSLEXSBVGVGTKZWP&lid=LSTPSLEXSBVGVGTKZWPIWKSQ4&marketplace=FLIPKART&srno=b_6_236&otracker=browse&fm=organic&iid=8d40261a-a86f-46e8-8447-b3c906b68df7.PSLEXSBVGVGTKZWP.SEARCH&ssid=mlcj4mhd9s0000001591295023041,Flipkart
Bliss of Earth 2x1KG Authentic Pakistani Fine Powdered ...,Bliss,480.0,36.0,750.0,4.5,4,https://www.flipkart.com/bliss-earth-2x1kg-authentic-pakistani-fine-powdered-himalayan-pink-salt-healthy-cooking-weight-loss/p/itmf162958b4822b?pid=SATFPFVB9YQHNNCJ&lid=LSTSATFPFVB9YQHNNCJUYAXIJ&marketplace=FLIPKART&srno=b_6_237&otracker=browse&fm=organic&iid=8d40261a-a86f-46e8-8447-b3c906b68df7.SATFPFVB9YQHNNCJ.SEARCH&ssid=mlcj4mhd9s0000001591295023041,Flipkart
Nutty Gritties US Dried Sliced Cranberries,Nutty,279.0,2.0,285.0,4.3,50,https://www.flipkart.com/nutty-gritties-dried-sliced-cranberries/p/itmfc5gqh72aaczg?pid=NDFFC5AHJZ66PPSD&lid=LSTNDFFC5AHJZ66PPSDP73ZXW&marketplace=FLIPKART&srno=b_6_239&otracker=browse&fm=organic&iid=8d40261a-a86f-46e8-8447-b3c906b68df7.NDFFC5AHJZ66PPSD.SEARCH&ssid=mlcj4mhd9s0000001591295023041,Flipkart
Kinsfolk EXTRA LIGHT (( Pack Of 2 )) Olive Oil Jar,Kinsfolk,3333.0,58.0,7998.0,4.7,6,https://www.flipkart.com/kinsfolk-extra-light-pack-2-olive-oil-jar/p/itmfbwyxhj5vcqkg?pid=EDOFBT5V87WTHGZF&lid=LSTEDOFBT5V87WTHGZFOEUF2F&marketplace=FLIPKART&srno=b_7_241&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.EDOFBT5V87WTHGZF.SEARCH&ssid=3z9tec61yo0000001591295045795,Flipkart
"Healthkart Peanut Butter Unsweetened, Crunchy 1 kg",Healthkart,329.0,25.0,440.0,3.9,223,https://www.flipkart.com/healthkart-peanut-butter-unsweetened-crunchy-1-kg/p/itmf5r66fym3zgk2?pid=JASF6C9DX3DDGZTZ&lid=LSTJASF6C9DX3DDGZTZFTCFTM&marketplace=FLIPKART&srno=b_7_242&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.JASF6C9DX3DDGZTZ.SEARCH&ssid=3z9tec61yo0000001591295045795,Flipkart
Pintola All Natural Honey Peanut Butter (Crunchy) 1 kg,Pintola,425.0,5.0,449.0,4.3,5731,https://www.flipkart.com/pintola-all-natural-honey-peanut-butter-crunchy-1-kg/p/itmf5dqts3ft7jyf?pid=JASF5DMG4KDGMGWM&lid=LSTJASF5DMG4KDGMGWMB63PTS&marketplace=FLIPKART&srno=b_7_243&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.JASF5DMG4KDGMGWM.SEARCH&ssid=3z9tec61yo0000001591295045795,Flipkart
Women's Horlicks Calseal Formula - Chocolate Flavour,Women's,274.0,3.0,284.0,4.5,3990,https://www.flipkart.com/women-s-horlicks-calseal-formula-chocolate-flavour/p/itmf5t3fczgurgct?pid=MDMETGN57YKFAEZM&lid=LSTMDMETGN57YKFAEZMU0FZZX&marketplace=FLIPKART&srno=b_7_246&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.MDMETGN57YKFAEZM.SEARCH&ssid=3z9tec61yo0000001591295045795,Flipkart
Salz & Aroma Figs/ Anjeer Figs,Salz,447.0,33.0,671.0,4.2,168,https://www.flipkart.com/salz-aroma-figs-anjeer-figs/p/itmfed2wc6zyjde4?pid=NDFFECPFSWGZZMGD&lid=LSTNDFFECPFSWGZZMGD72KPCM&marketplace=FLIPKART&srno=b_7_247&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.NDFFECPFSWGZZMGD.SEARCH&ssid=3z9tec61yo0000001591295045795,Flipkart
Abbzorb Nutrition Abbzorb Raw Whey Protein 80% Whey Pro...,Abbzorb,1114.0,41.0,1899.0,4.3,500,https://www.flipkart.com/abbzorb-nutrition-raw-whey-protein-80/p/itmfebuqpkfr5az2?pid=PSLFE6ETFVPYGNHS&lid=LSTPSLFE6ETFVPYGNHSS8K2YO&marketplace=FLIPKART&srno=b_7_248&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.PSLFE6ETFVPYGNHS.SEARCH&ssid=3z9tec61yo0000001591295045795,Flipkart
Eighty7 Cashews(200g each) - Pack of 2 Cashews,Eighty7,499.0,35.0,774.0,4.2,716,https://www.flipkart.com/eighty7-cashews-200g-each-pack-2-cashews/p/itmfcd7cgf8zzgyp?pid=NDFFC8FFDPYKYCXG&lid=LSTNDFFC8FFDPYKYCXGHL3WTQ&marketplace=FLIPKART&srno=b_7_249&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.NDFFC8FFDPYKYCXG.SEARCH&ssid=3z9tec61yo0000001591295045795,Flipkart
OZiva Plant Based Vitamin E Capsules,OZiva,749.0,6.0,799.0,4.4,44,https://www.flipkart.com/oziva-plant-based-vitamin-e-capsules/p/itmc8a5da77ca53f?pid=VSLFNRYEHYHQPYGZ&lid=LSTVSLFNRYEHYHQPYGZWMCIVY&marketplace=FLIPKART&srno=b_7_251&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.VSLFNRYEHYHQPYGZ.SEARCH&ssid=3z9tec61yo0000001591295045795,Flipkart
Happilo Oven Roasted and Salted California Almonds,Happilo,268.0,20.0,335.0,4.4,711,https://www.flipkart.com/happilo-oven-roasted-salted-california-almonds/p/itm38d785b96cd44?pid=SNSF4Z6VYFG8Y7WC&lid=LSTSNSF4Z6VYFG8Y7WCMSH7WF&marketplace=FLIPKART&srno=b_7_252&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.SNSF4Z6VYFG8Y7WC.SEARCH&ssid=3z9tec61yo0000001591295045795,Flipkart
Tetley Ginger Zing Black Tea Bags Box,Tetley,180.0,10.0,200.0,4.3,967,https://www.flipkart.com/tetley-ginger-zing-black-tea-bags-box/p/itmfcp7tb8w64chu?pid=TEAEVHZ6DUZS7CFF&lid=LSTTEAEVHZ6DUZS7CFF1GZ3OV&marketplace=FLIPKART&srno=b_7_253&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.TEAEVHZ6DUZS7CFF.SEARCH&ssid=3z9tec61yo0000001591295045795,Flipkart
Pintola All Natural Peanut Butter (Crunchy) 350 g,Pintola,155.0,6.0,165.0,4.4,23075,https://www.flipkart.com/pintola-all-natural-peanut-butter-crunchy-350-g/p/itmf6ff2gppvvpgc?pid=JASFYS6GGWVGV8YH&lid=LSTJASFYS6GGWVGV8YHEFQFOM&marketplace=FLIPKART&srno=b_7_256&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.JASFYS6GGWVGV8YH.SEARCH&ssid=3z9tec61yo0000001591295045795,Flipkart
Eighty 7 Raisins Raisins,Eighty,174.0,6.0,187.0,4.2,1302,https://www.flipkart.com/eighty-7-raisins/p/itm32b75d7d326b2?pid=NDFEZ2WWHHKSCSPZ&lid=LSTNDFEZ2WWHHKSCSPZLDSO3S&marketplace=FLIPKART&srno=b_7_257&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.NDFEZ2WWHHKSCSPZ.SEARCH&ssid=3z9tec61yo0000001591295045795,Flipkart
Markstor Seedless Omani Dates,Markstor,325.0,7.0,350.0,4.3,52,https://www.flipkart.com/markstor-seedless-omani-dates/p/itmf3ya2jcmzgt2u?pid=NDFF3Y3V3FTYJ2SM&lid=LSTNDFF3Y3V3FTYJ2SMLNUMJK&marketplace=FLIPKART&srno=b_7_259&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.NDFF3Y3V3FTYJ2SM.SEARCH&ssid=3z9tec61yo0000001591295045795,Flipkart
MYFITNESS Peanut Butter Crunchy 1250G 1.25 kg,MYFITNESS,544.0,16.0,649.0,4.5,197,https://www.flipkart.com/myfitness-peanut-butter-crunchy-1250g-1-25-kg/p/itm887986249093b?pid=JASFZCRBSMDU3K4U&lid=LSTJASFZCRBSMDU3K4UKIOF8K&marketplace=FLIPKART&srno=b_7_261&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.JASFZCRBSMDU3K4U.SEARCH&ssid=3z9tec61yo0000001591295045795,Flipkart
"True Elements Gluten Free, High in Protein, Regular Qui...",True,309.0,11.0,350.0,4.5,196,https://www.flipkart.com/true-elements-gluten-free-high-protein-regular-quinoa/p/itmdd5fbdee51296?pid=GNMFFGXFZYBAUFF6&lid=LSTGNMFFGXFZYBAUFF6APA1W1&marketplace=FLIPKART&srno=b_7_262&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.GNMFFGXFZYBAUFF6.SEARCH&ssid=3z9tec61yo0000001591295045795,Flipkart
"Organic Forest Chia Seeds,200gm Organic Pure Packed in ...",Organic,303.0,10.0,340.0,4.3,179,https://www.flipkart.com/organic-forest-chia-seeds-200gm-pure-packed-glass-containers/p/itm59d83e519614c?pid=EDSFF5Z5FYGJKZX6&lid=LSTEDSFF5Z5FYGJKZX67YS8WY&marketplace=FLIPKART&srno=b_7_263&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.EDSFF5Z5FYGJKZX6.SEARCH&ssid=3z9tec61yo0000001591295045795,Flipkart
AS-IT-IS Nutrition Whey Protein Isolate - 2 kg Whey Pro...,AS-IT-IS,2599.0,26.0,3514.0,4.4,240,https://www.flipkart.com/as-it-is-nutrition-whey-protein-isolate-2-kg/p/itm2f53a40c210ea?pid=PSLFNJ4GGGKVKK8K&lid=LSTPSLFNJ4GGGKVKK8KRSRUV5&marketplace=FLIPKART&srno=b_7_266&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.PSLFNJ4GGGKVKK8K.SEARCH&ssid=3z9tec61yo0000001591295045795,Flipkart
Wonderland Foods Roasted and Salted Jumbo Size Pistachi...,Wonderland,899.0,25.0,1199.0,4.1,47,https://www.flipkart.com/wonderland-foods-roasted-salted-jumbo-size-pistachios/p/itm31dfa26445cb4?pid=NDFFN2E6GDH9VP7W&lid=LSTNDFFN2E6GDH9VP7W2R3UQT&marketplace=FLIPKART&srno=b_7_267&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.NDFFN2E6GDH9VP7W.SEARCH&ssid=3z9tec61yo0000001591295045795,Flipkart
Soft Art Celebrations Dried Ginger Candy Vaccum Pack Dr...,Soft,307.0,51.0,638.0,0.0,0,https://www.flipkart.com/soft-art-celebrations-dried-ginger-candy-vaccum-pack/p/itm37f6c03022424?pid=CMFFZHGXYV2GK2QG&lid=LSTCMFFZHGXYV2GK2QGXUXOVP&marketplace=FLIPKART&srno=b_7_269&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.CMFFZHGXYV2GK2QG.SEARCH&ssid=3z9tec61yo0000001591295045795,Flipkart
Glucon-D Regular Instant Energy Drink,Glucon-D,101.0,8.0,110.0,4.4,2465,https://www.flipkart.com/glucon-d-regular-instant-energy-drink/p/itmf3mcdgfrjkzrx?pid=ESREUC2GEMMNUDQT&lid=LSTESREUC2GEMMNUDQTD9GMLX&marketplace=FLIPKART&srno=b_7_275&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.ESREUC2GEMMNUDQT.SEARCH&ssid=3z9tec61yo0000001591295045795,Flipkart
"Yogabar Multigrain Variety Energy Bars -(Chocolate, Van...",Yogabar,360.0,10.0,400.0,4.2,799,https://www.flipkart.com/yogabar-multigrain-variety-energy-bars-chocolate-vanilla-almonds-cashew-orange-nuts-seeds-38gm-x-10-bars/p/itmfczgapy2ggnrf?pid=CAFFCMTXDQY6YFJB&lid=LSTCAFFCMTXDQY6YFJBGQZWQU&marketplace=FLIPKART&srno=b_7_276&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.CAFFCMTXDQY6YFJB.SEARCH&ssid=3z9tec61yo0000001591295045795,Flipkart
Neuherbs Brown Flax Seeds,Neuherbs,139.0,7.0,150.0,4.3,1790,https://www.flipkart.com/neuherbs-brown-flax-seeds/p/itmbcad0806860f4?pid=EDSFFDU8NM6QRRDG&lid=LSTEDSFFDU8NM6QRRDGHKET2L&marketplace=FLIPKART&srno=b_7_277&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.EDSFFDU8NM6QRRDG.SEARCH&ssid=3z9tec61yo0000001591295045795,Flipkart
Borges Borgefrit Sunflower Oil Plastic Bottle,Borges,235.0,41.0,399.0,4.3,41,https://www.flipkart.com/borges-borgefrit-sunflower-oil-plastic-bottle/p/itmetznkabzjqzgj?pid=EDOEUCYBFXYBCGPF&lid=LSTEDOEUCYBFXYBCGPFJNDPKL&marketplace=FLIPKART&srno=b_7_278&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.EDOEUCYBFXYBCGPF.SEARCH&ssid=3z9tec61yo0000001591295045795,Flipkart
FARMUP Maida 5Kg | Pure and Natural | Premium Quality,FARMUP,819.0,36.0,1299.0,0.0,0,https://www.flipkart.com/farmup-maida-5kg-pure-natural-premium-quality/p/itmf08a4af1bee26?pid=FLRFFZXHV86GNSZ7&lid=LSTFLRFFZXHV86GNSZ7VCGPCV&marketplace=FLIPKART&srno=b_7_279&otracker=browse&fm=organic&iid=f9f92d08-3ecf-4168-bdba-09fee188a20f.FLRFFZXHV86GNSZ7.SEARCH&ssid=3z9tec61yo0000001591295045795,Flipkart
Junior Horlicks Chocolate Flavour - Stage 1,Junior,285.0,1.0,288.0,4.5,1367,https://www.flipkart.com/junior-horlicks-chocolate-flavour-stage-1/p/itmez9sjf9q72cus?pid=MDMEZ9SJHHU2KZBG&lid=LSTMDMEZ9SJHHU2KZBGC8QXZ6&marketplace=FLIPKART&srno=b_8_281&otracker=browse&fm=organic&iid=0e24a8c7-49d6-4d85-b195-46ee6099a266.MDMEZ9SJHHU2KZBG.SEARCH&ssid=zjz99b7h340000001591295074547,Flipkart
"Navvayd Guava Green Tea, Darjeeling Green Tea Guava Gre...",Navvayd,342.0,24.0,450.0,4.3,260,https://www.flipkart.com/navvayd-guava-green-tea-darjeeling-tea-pouch/p/itmfhygsyqe45zhw?pid=TEAFHVYCHKT8QUKC&lid=LSTTEAFHVYCHKT8QUKCE6XVFW&marketplace=FLIPKART&srno=b_8_282&otracker=browse&fm=organic&iid=0e24a8c7-49d6-4d85-b195-46ee6099a266.TEAFHVYCHKT8QUKC.SEARCH&ssid=zjz99b7h340000001591295074547,Flipkart
Zenith Nutrition  Mass Gainer++ with Enzyme|17g Protein...,Zenith,593.0,21.0,760.0,4.0,4645,https://www.flipkart.com/zenith-nutrition-mass-gainer-enzyme-17g-protein-51g-carbs-750gms-double-rich-chocolate-weight-gainers-mass-gainers/p/itmfeymskyvmvnxx?pid=PSLFDYU9V9FAATGE&lid=LSTPSLFDYU9V9FAATGEU8HM7C&marketplace=FLIPKART&srno=b_8_285&otracker=browse&fm=organic&iid=0e24a8c7-49d6-4d85-b195-46ee6099a266.PSLFDYU9V9FAATGE.SEARCH&ssid=zjz99b7h340000001591295074547,Flipkart
FARMUP Jowar Flour 5 kG,FARMUP,900.0,30.0,1299.0,4.6,11,https://www.flipkart.com/farmup-jowar-flour-5-kg/p/itm101a005630703?pid=FLRFCHFDCGXG64SV&lid=LSTFLRFCHFDCGXG64SVPO4B12&marketplace=FLIPKART&srno=b_8_286&otracker=browse&fm=organic&iid=0e24a8c7-49d6-4d85-b195-46ee6099a266.FLRFCHFDCGXG64SV.SEARCH&ssid=zjz99b7h340000001591295074547,Flipkart
"Puvi Cold Pressed Gingelly/Sesame Oil (Virgin, Chekku/G...",Puvi,2080.0,6.0,2225.0,5.0,4,https://www.flipkart.com/puvi-cold-pressed-gingelly-sesame-oil-virgin-chekku-ghani-5-litre-sesame-plastic-bottle/p/itmfdt5mwpun6f5n?pid=EDOFDS2RRZXCN69P&lid=LSTEDOFDS2RRZXCN69PFYOAYY&marketplace=FLIPKART&srno=b_8_288&otracker=browse&fm=organic&iid=0e24a8c7-49d6-4d85-b195-46ee6099a266.EDOFDS2RRZXCN69P.SEARCH&ssid=zjz99b7h340000001591295074547,Flipkart
"Navvayd Pure Hibiscus Tea, Floral Tisane Hibiscus Tea B...",Navvayd,349.0,22.0,450.0,4.0,13,https://www.flipkart.com/navvayd-pure-hibiscus-tea-floral-tisane-tea-blend-pouch/p/itmfhsvpvm7hzngg?pid=TEAFHC4JPUDREGGZ&lid=LSTTEAFHC4JPUDREGGZ2PNO6L&marketplace=FLIPKART&srno=b_8_289&otracker=browse&fm=organic&iid=0e24a8c7-49d6-4d85-b195-46ee6099a266.TEAFHC4JPUDREGGZ.SEARCH&ssid=zjz99b7h340000001591295074547,Flipkart
Real Basmati 1121 (Pack of 10) Basmati Rice (Long Grain...,Real,1300.0,27.0,1800.0,4.4,26,https://www.flipkart.com/real-basmati-1121-pack-10-rice-long-grain-steam/p/itm28a5b36867865?pid=RICF6WFGJTNDACHT&lid=LSTRICF6WFGJTNDACHT9XONG9&marketplace=FLIPKART&srno=b_8_291&otracker=browse&fm=organic&iid=0e24a8c7-49d6-4d85-b195-46ee6099a266.RICF6WFGJTNDACHT.SEARCH&ssid=zjz99b7h340000001591295074547,Flipkart
